drug_name	n_signals	n_female_signals	n_male_signals	pct_female	n_unique_aes	mean_abs_lr	median_abs_lr	max_abs_lr	total_female_reports	total_male_reports	total_reports	report_pct_female
INTRAUTERINE CONTRACEPTIVE DEVICE;LEVONORGESTREL	4	0	4	0.000	4	3.962	4.015	4.502	1365	87	1452	94.008
CANRENOIC ACID	4	4	0	100.000	4	0.837	0.795	1.210	136	82	218	62.385
ARSENIC TRIOXIDE	4	2	2	50.000	4	1.122	0.806	2.320	57	60	117	48.718
NIRSEVIMAB	4	1	3	25.000	4	0.604	0.609	0.691	74	131	205	36.098
LENACAPAVIR	4	2	2	50.000	4	1.077	0.867	1.908	68	128	196	34.694
ZAFIRLUKAST	4	0	4	0.000	4	1.787	1.868	2.331	70	89	159	44.025
ANTHOXANTHUM SPP;DACTYLIS SPP;LOLIUM SPP;PHLEUM SPP;POA SPP	4	0	4	0.000	4	0.735	0.750	0.869	62	58	120	51.667
FLUMAZENIL	4	4	0	100.000	4	0.830	0.789	1.150	118	70	188	62.766
TROSPIUM	4	1	3	25.000	4	0.852	0.840	1.041	95	69	164	57.927
OMEPRAZOLE SODIUM	4	4	0	100.000	4	0.891	0.775	1.290	105	69	174	60.345
ETHIODIZED OIL	4	2	2	50.000	4	0.590	0.556	0.744	90	246	336	26.786
MEGESTROL	4	1	3	25.000	4	0.703	0.694	0.859	50	62	112	44.643
MELPERONE	4	1	3	25.000	4	1.257	0.919	2.600	81	131	212	38.208
FOSPHENYTOIN	4	4	0	100.000	4	0.695	0.655	0.935	134	81	215	62.326
CYCLOPHOSPHAMIDE;DOXORUBICIN;PREDNISONE;VINCRISTINE	4	4	0	100.000	4	0.583	0.563	0.679	122	144	266	45.865
EBASTINE	4	0	4	0.000	4	0.967	1.014	1.303	56	66	122	45.902
MIGLUSTAT	4	2	2	50.000	4	0.796	0.808	0.942	83	97	180	46.111
PRISTINAMYCIN	4	2	2	50.000	4	0.992	0.987	1.245	126	89	215	58.605
OMEPRAZOLE;SODIUM BICARBONATE	4	1	3	25.000	4	0.653	0.649	0.810	114	85	199	57.286
OMEPRAZOLE\SODIUM BICARBONATE	4	4	0	100.000	4	0.765	0.763	0.864	104	73	177	58.757
CARBIMAZOLE	4	1	3	25.000	4	0.637	0.611	0.764	84	59	143	58.741
ADAPALENE;BENZOYL PEROXIDE	4	1	3	25.000	4	0.668	0.570	0.967	475	141	616	77.110
MEPIVACAINE	4	0	4	0.000	4	0.888	0.839	1.233	93	93	186	50.000
DILTIAZEM HYDROCHLORIDE	4	3	1	75.000	4	1.070	1.173	1.383	302	91	393	76.845
DUTASTERIDE	4	4	0	100.000	4	2.750	2.435	5.089	303	257	560	54.107
GADOLINIUM	4	1	3	25.000	4	0.745	0.681	1.002	159	67	226	70.354
OPIOIDS, UNSPECIFIED	4	3	1	75.000	4	0.854	0.777	1.356	105	72	177	59.322
GEMFIBROZIL	4	0	4	0.000	4	0.930	0.974	1.256	67	168	235	28.511
OPICAPONE	4	2	2	50.000	4	0.654	0.655	0.755	77	110	187	41.176
CORTISONE ACETATE	4	2	2	50.000	4	1.251	1.184	2.086	1919	62	1981	96.870
ANDEXANET ALFA	4	4	0	100.000	4	1.102	1.076	1.718	136	132	268	50.746
GLYCEROL;GLYCINE SPP;MEDIUM-CHAIN TRIGLYCERIDES;PHOSPHOLIPIDS	4	0	4	0.000	4	0.715	0.708	0.894	97	170	267	36.330
POLYETHYLENE GLYCOL 3350	4	0	4	0.000	4	0.752	0.703	0.938	623	585	1208	51.573
STIRIPENTOL	4	3	1	75.000	4	0.614	0.603	0.703	176	134	310	56.774
PRALATREXATE	4	3	1	75.000	4	0.835	0.651	1.498	112	150	262	42.748
SOTORASIB	4	4	0	100.000	4	0.963	0.997	1.316	98	43	141	69.504
ETHIONAMIDE	4	3	1	75.000	4	0.623	0.602	0.757	132	131	263	50.190
FOSINOPRIL	4	3	1	75.000	4	0.730	0.660	1.076	59	71	130	45.385
MECLOZINE	4	1	3	25.000	4	1.095	0.899	1.843	138	80	218	63.303
CYPROTERONE	4	4	0	100.000	4	1.208	1.149	1.713	413	128	541	76.340
MITAPIVAT	4	0	4	0.000	4	0.709	0.636	1.033	64	67	131	48.855
FLUNITRAZEPAM	4	4	0	100.000	4	0.737	0.662	1.069	222	125	347	63.977
SELENIUM	4	0	4	0.000	4	1.063	0.875	1.989	88	91	179	49.162
ETIFOXINE	4	0	4	0.000	4	1.026	0.903	1.768	71	117	188	37.766
PHENCYCLIDINE	4	4	0	100.000	4	1.039	0.932	1.581	78	67	145	53.793
FLUORESCEIN	4	0	4	0.000	4	0.792	0.798	0.856	85	127	212	40.094
BUPROPION;DEXTROMETHORPHAN	4	2	2	50.000	4	0.592	0.591	0.685	167	61	228	73.246
UMECLIDINIUM BROMIDE\VILANTEROL TRIFENATATE	4	0	4	0.000	4	0.859	0.818	1.154	42	50	92	45.652
FLUOROMETHOLONE	4	1	3	25.000	4	0.712	0.662	0.968	366	181	547	66.910
SELUMETINIB	4	1	3	25.000	4	0.790	0.690	1.261	97	121	218	44.495
BUTALBITAL;CAFFEINE;PARACETAMOL	4	2	2	50.000	4	0.652	0.601	0.850	215	60	275	78.182
PHLEUM SPP	4	0	4	0.000	4	0.622	0.608	0.690	99	70	169	58.580
TALIMOGENE LAHERPAREPVEC	4	1	3	25.000	4	0.633	0.617	0.736	101	156	257	39.300
BUTENAFINE	4	2	2	50.000	4	0.889	0.846	1.338	217	238	455	47.692
LUBIPROSTONE	4	1	3	25.000	4	0.844	0.809	1.145	164	61	225	72.889
HYDRALAZINE HYDROCHLORIDE	4	0	4	0.000	4	0.849	0.866	1.138	153	100	253	60.474
CEFIXIME	4	1	3	25.000	4	0.922	0.837	1.330	173	79	252	68.651
DOLUTEGRAVIR;LAMIVUDINE	4	2	2	50.000	4	0.712	0.643	0.989	272	915	1187	22.915
PROPYLTHIOURACIL	4	0	4	0.000	4	1.159	1.203	1.416	135	105	240	56.250
MOMETASONE FUROATE	4	0	4	0.000	4	0.689	0.614	0.981	144	87	231	62.338
MACROGOL;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM SULFATE	4	0	4	0.000	4	0.738	0.740	0.919	96	94	190	50.526
SUNITINIB MALATE	4	4	0	100.000	4	0.817	0.704	1.283	67	52	119	56.303
MOBOCERTINIB	4	2	2	50.000	4	0.663	0.634	0.812	126	88	214	58.879
SNAKE VENOM ANTISERUM	4	1	3	25.000	4	0.658	0.649	0.765	75	184	259	28.958
GUANIDINE	4	4	0	100.000	4	2.264	2.331	3.201	163	114	277	58.845
PHENELZINE	4	0	4	0.000	4	0.890	0.900	0.987	91	103	194	46.907
PALONOSETRON	3	0	3	0.000	3	0.702	0.668	0.908	39	41	80	48.750
ASPIRIN\OXYCODONE HYDROCHLORIDE\OXYCODONE TEREPHTHALATE	3	0	3	0.000	3	1.196	1.262	1.660	136	98	234	58.120
TIROFIBAN	3	2	1	66.667	3	0.980	0.892	1.395	56	70	126	44.444
TILDRAKIZUMAB	3	3	0	100.000	3	0.601	0.548	0.737	106	61	167	63.473
TRIFLUOPERAZINE	3	0	3	0.000	3	2.977	2.932	3.127	44	431	475	9.263
AESCULUS SPP	3	1	2	33.333	3	1.253	1.138	1.709	93	192	285	32.632
TERBUTALINE SULFATE	3	3	0	100.000	3	0.742	0.800	0.904	149	64	213	69.953
ULOBETASOL	3	1	2	33.333	3	0.916	0.854	1.268	74	45	119	62.185
SIMETICONE	3	0	3	0.000	3	0.962	0.793	1.592	51	46	97	52.577
PROTAMINE	3	2	1	66.667	3	0.712	0.780	0.833	42	76	118	35.593
PROTHIPENDYL	3	0	3	0.000	3	0.929	0.793	1.258	32	53	85	37.647
PROTIONAMIDE	3	2	1	66.667	3	0.838	0.860	0.947	50	86	136	36.765
PYRIMETHAMINE	3	2	1	66.667	3	0.958	1.055	1.110	113	97	210	53.810
SATRALIZUMAB	3	0	3	0.000	3	0.915	0.906	1.184	291	57	348	83.621
VILOXAZINE	3	1	2	33.333	3	0.740	0.848	0.863	93	66	159	58.491
RESLIZUMAB	3	0	3	0.000	3	0.925	0.793	1.319	67	78	145	46.207
RESTASIS?	3	0	3	0.000	3	0.794	0.873	0.887	290	59	349	83.095
AMINO ACIDS, UNSPECIFIED	3	2	1	66.667	3	0.627	0.593	0.777	77	58	135	57.037
AMINOBENZOIC ACID	3	1	2	33.333	3	1.149	0.996	1.514	83	205	288	28.819
AMLODIPINE;BENAZEPRIL	3	0	3	0.000	3	0.939	0.829	1.298	57	85	142	40.141
VALGANCICLOVIR HYDROCHLORIDE	3	3	0	100.000	3	0.973	0.956	1.133	44	44	88	50.000
ACETAMINOPHEN\OXYCODONE HYDROCHLORIDE	3	1	2	33.333	3	0.846	0.839	1.083	90	68	158	56.962
RITODRINE	3	0	3	0.000	3	2.430	2.351	2.626	61	68	129	47.287
VALPROMIDE	3	3	0	100.000	3	0.938	0.831	1.243	119	44	163	73.006
UBROGEPANT	3	0	3	0.000	3	1.087	0.926	1.480	492	121	613	80.261
PROMETHAZINE HYDROCHLORIDE	3	0	3	0.000	3	0.873	0.796	1.083	42	38	80	52.500
OXYMORPHONE HYDROCHLORIDE	3	3	0	100.000	3	0.616	0.541	0.805	60	70	130	46.154
PHLOROGLUCINOL	3	0	3	0.000	3	1.402	1.367	1.512	32	59	91	35.165
ZOLBETUXIMAB	3	3	0	100.000	3	0.770	0.757	0.827	67	68	135	49.630
.DELTA.8-TETRAHYDROCANNABINOL\HERBALS	3	3	0	100.000	3	0.803	0.693	1.037	83	34	117	70.940
ARTICAINE;EPINEPHRINE	3	0	3	0.000	3	0.666	0.639	0.760	231	200	431	53.596
ZANAMIVIR	3	2	1	66.667	3	0.690	0.625	0.830	51	52	103	49.515
PENTOSTATIN	3	3	0	100.000	3	0.910	0.990	1.136	52	36	88	59.091
ZALEPLON	3	1	2	33.333	3	0.741	0.749	0.794	113	69	182	62.088
TARLATAMAB	3	2	1	66.667	3	0.867	0.692	1.388	161	208	369	43.631
VON WILLEBRAND FACTOR	3	0	3	0.000	3	0.796	0.739	0.962	66	70	136	48.529
TRIMIPRAMINE	3	1	2	33.333	3	0.732	0.816	0.831	78	53	131	59.542
PIPERACILLIN	3	2	1	66.667	3	0.636	0.669	0.704	51	49	100	51.000
ALLERGENS, ANIMALS	3	0	3	0.000	3	0.999	0.756	1.591	39	43	82	47.561
ALLERGENS, HOUSE DUST & MITE	3	0	3	0.000	3	1.078	1.098	1.375	43	44	87	49.425
PITAVASTATIN	3	1	2	33.333	3	0.684	0.646	0.790	64	46	110	58.182
TRICLOSAN	3	0	3	0.000	3	2.701	2.472	3.420	65	80	145	44.828
POTASSIUM BROMIDE	3	1	2	33.333	3	0.745	0.622	1.061	39	89	128	30.469
ACAMPROSATE	3	3	0	100.000	3	0.894	0.600	1.500	47	37	84	55.952
OXYTOCIN	3	0	3	0.000	3	2.276	2.121	2.846	161	151	312	51.603
.ALPHA.-TOCOPHEROL	3	0	3	0.000	3	1.338	1.389	1.733	40	69	109	36.697
MEMANTINE HYDROCHLORIDE	3	0	3	0.000	3	0.742	0.562	1.118	50	68	118	42.373
MIDAZOLAM HYDROCHLORIDE	3	3	0	100.000	3	0.669	0.547	0.917	73	54	127	57.480
MILRINONE	3	3	0	100.000	3	0.936	0.738	1.461	84	49	133	63.158
FACTOR IX	3	3	0	100.000	3	1.266	1.124	1.796	39	851	890	4.382
DARVOCET /00220901/	3	3	0	100.000	3	0.845	0.758	1.063	80	36	116	68.966
CERITINIB, TRIAL	3	2	1	66.667	3	0.720	0.619	1.026	67	39	106	63.208
CALCIUM;MAGNESIUM;POTASSIUM;SODIUM ACETATE;SODIUM CHLORIDE;SODIUM CITRATE	3	1	2	33.333	3	0.523	0.519	0.539	94	62	156	60.256
CALCIUM;IRON;VITAMIN A;VITAMIN B1;VITAMIN B12;VITAMIN B2;VITAMIN B3;VITAMIN B6;VITAMIN B9;VITAMIN C;VITAMIN D, UNSPECIFIED;VITAMIN E;ZINC	3	0	3	0.000	3	0.913	0.956	1.099	57	55	112	50.893
GUAIFENESIN;PSEUDOEPHEDRINE	3	0	3	0.000	3	0.778	0.823	0.961	47	41	88	53.409
EFGARTIGIMOD ALFA	3	2	1	66.667	3	0.618	0.638	0.700	93	63	156	59.615
CHARCOAL, ACTIVATED	3	0	3	0.000	3	1.225	1.399	1.754	54	53	107	50.467
ELACESTRANT	3	0	3	0.000	3	1.124	1.281	1.336	2630	45	2675	98.318
LECITHIN;POLOXAMER	3	0	3	0.000	3	0.932	0.646	1.596	222	51	273	81.319
FOSAMPRENAVIR	3	3	0	100.000	3	1.505	1.360	2.547	46	38	84	54.762
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM LACTATE	3	3	0	100.000	3	1.063	0.953	1.499	73	84	157	46.497
CALASPARGASE PEGOL-MKNL	3	1	2	33.333	3	0.723	0.599	1.026	42	58	100	42.000
LASMIDITAN	3	0	3	0.000	3	0.758	0.776	0.834	269	61	330	81.515
CALCIUM CHLORIDE;GLUCOSE;MAGNESIUM;SODIUM CHLORIDE	3	2	1	66.667	3	0.750	0.745	0.958	47	59	106	44.340
NALBUPHINE	3	1	2	33.333	3	0.844	0.711	1.138	117	36	153	76.471
ENALAPRIL MALEATE	3	2	1	66.667	3	0.809	0.861	0.913	85	55	140	60.714
ISONIAZID;PYRAZINAMIDE;RIFAMPICIN	3	3	0	100.000	3	0.862	0.879	0.978	50	36	86	58.140
CALCIUM CHLORIDE\DEXTROSE\MAGNESIUM CHLORIDE\SODIUM CHLORIDE SOLUTION	3	3	0	100.000	3	0.718	0.722	0.844	98	101	199	49.246
IRINOTECAN HYDROCHLORIDE	3	2	1	66.667	3	0.786	0.764	1.025	40	55	95	42.105
COSMETICS	3	0	3	0.000	3	0.794	0.887	0.889	164	39	203	80.788
CORTICOSTEROID, UNSPECIFIED	3	2	1	66.667	3	0.607	0.589	0.712	54	37	91	59.341
COLLAGENASE	3	1	2	33.333	3	0.760	0.631	1.113	135	123	258	52.326
IPTACOPAN	3	2	1	66.667	3	0.714	0.659	0.860	94	39	133	70.677
DROPERIDOL	3	1	2	33.333	3	0.847	0.820	0.934	51	34	85	60.000
BELZUTIFAN	3	3	0	100.000	3	0.757	0.751	0.810	106	97	203	52.217
ENALAPRIL;HYDROCHLOROTHIAZIDE	3	2	1	66.667	3	0.791	0.800	0.945	92	75	167	55.090
FACTOR VIII;VON WILLEBRAND FACTOR	3	1	2	33.333	3	1.023	0.922	1.299	62	80	142	43.662
LUSPATERCEPT	3	2	1	66.667	3	0.759	0.753	0.788	55	51	106	51.887
MAGNESIUM SULFATE	3	0	3	0.000	3	0.862	0.748	1.110	41	32	73	56.164
CAFFEINE;OPIUM;PARACETAMOL	3	1	2	33.333	3	0.956	1.034	1.070	54	47	101	53.465
FAMOTIDINE;IBUPROFEN	3	1	2	33.333	3	0.582	0.580	0.662	91	43	134	67.910
BETAHISTINE	3	1	2	33.333	3	0.731	0.815	0.842	122	34	156	78.205
CEFIDEROCOL	3	3	0	100.000	3	1.019	0.907	1.505	37	41	78	47.436
BUTALBITAL;PARACETAMOL	3	0	3	0.000	3	2.440	2.433	2.503	52	65	117	44.444
FEDRATINIB	3	2	1	66.667	3	0.830	0.887	0.943	66	45	111	59.459
GENTAMICIN SULFATE	3	2	1	66.667	3	0.675	0.721	0.770	104	54	158	65.823
BENZOYL PEROXIDE;CLINDAMYCIN	3	1	2	33.333	3	1.118	1.218	1.482	154	37	191	80.628
CALCITONIN	3	0	3	0.000	3	0.880	0.823	1.027	203	122	325	62.462
GALLIUM (68GA) DOTATATE	3	2	1	66.667	3	1.111	1.085	1.485	69	127	196	35.204
DORAVIRINE	3	3	0	100.000	3	1.393	1.656	2.018	36	37	73	49.315
DEXTROAMPHETAMINE	3	2	1	66.667	3	0.712	0.746	0.791	105	47	152	69.079
METFORMIN;SAXAGLIPTIN	3	2	1	66.667	3	0.612	0.525	0.811	66	60	126	52.381
DORIPENEM	3	3	0	100.000	3	0.682	0.671	0.822	40	46	86	46.512
DORZOLAMIDE HYDROCHLORIDE	3	0	3	0.000	3	0.564	0.567	0.615	133	94	227	58.590
FELBAMATE	3	1	2	33.333	3	0.702	0.708	0.852	80	102	182	43.956
BENFOTIAMINE	3	3	0	100.000	3	2.056	1.929	2.312	84	47	131	64.122
DEXAMETHASONE;NEOMYCIN;POLYMYXIN B	3	0	3	0.000	3	1.181	1.207	1.531	34	35	69	49.275
FUSIDIC ACID	3	3	0	100.000	3	0.863	0.920	1.033	84	44	128	65.625
FLUNARIZINE	3	1	2	33.333	3	1.164	1.145	1.686	113	88	201	56.219
DOXEPIN HYDROCHLORIDE	3	1	2	33.333	3	1.086	1.297	1.416	48	36	84	57.143
METOPIMAZINE	3	0	3	0.000	3	0.737	0.705	0.925	37	40	77	48.052
BEMPEDOIC ACID	3	1	2	33.333	3	0.548	0.516	0.622	86	74	160	53.750
COLESTIPOL	3	0	3	0.000	3	1.359	1.201	2.126	36	46	82	43.902
NABUMETONE	3	0	3	0.000	3	0.943	0.702	1.542	40	43	83	48.193
ICODEXTRIN	3	3	0	100.000	3	0.760	0.763	0.910	77	101	178	43.258
CAPLACIZUMAB	3	2	1	66.667	3	0.599	0.567	0.694	199	64	263	75.665
ETODOLAC	3	1	2	33.333	3	0.820	0.877	0.896	182	52	234	77.778
HERBALS, UNSPECIFIED;MITRAGYNA SPP	3	3	0	100.000	3	1.013	1.038	1.040	39	76	115	33.913
IMMUNOGLOBULIN CYTOMEGALOVIRUS	3	1	2	33.333	3	1.197	0.899	2.004	63	158	221	28.507
NITRENDIPINE	3	1	2	33.333	3	0.777	0.725	0.917	68	67	135	50.370
CHLORPROMAZINE HYDROCHLORIDE	3	2	1	66.667	3	1.078	1.215	1.383	50	44	94	53.191
ILOPERIDONE	3	1	2	33.333	3	1.136	1.230	1.300	59	79	138	42.754
CIPROFLOXACIN;DEXAMETHASONE	3	0	3	0.000	3	0.733	0.684	0.853	100	74	174	57.471
NO MEDICATION	3	1	2	33.333	3	0.651	0.632	0.734	60	58	118	50.847
CHLORPHENAMINE;DEXTROMETHORPHAN	3	2	1	66.667	3	0.813	0.628	1.189	122	53	175	69.714
FLUOCINONIDE	3	0	3	0.000	3	0.818	0.812	0.856	53	45	98	54.082
AZELAIC ACID	3	0	3	0.000	3	1.092	1.352	1.412	178	38	216	82.407
BUPRENORPHINE HYDROCHLORIDE\NALOXONE HYDROCHLORIDE	3	1	2	33.333	3	0.726	0.668	0.918	61	56	117	52.137
BUPIVACAINE;EPINEPHRINE	3	0	3	0.000	3	1.021	1.043	1.154	55	51	106	51.887
CHLORZOXAZONE	3	0	3	0.000	3	1.121	1.048	1.719	68	41	109	62.385
CARBOCISTEINE	3	2	1	66.667	3	1.349	1.232	1.984	103	121	224	45.982
OCTREOTIDE ACETATE	3	0	3	0.000	3	0.846	0.804	0.957	31	36	67	46.269
HYDROCORTISONE;PRAMOCAINE	3	1	2	33.333	3	0.825	0.709	1.181	52	37	89	58.427
NIROGACESTAT	3	1	2	33.333	3	0.777	0.744	1.046	83	39	122	68.033
CODEINE SULFATE	3	1	2	33.333	3	1.397	1.275	2.256	316	111	427	74.005
BUTALBITAL	3	3	0	100.000	3	0.799	0.786	1.007	304	65	369	82.385
FLIBANSERIN	3	0	3	0.000	3	3.144	2.779	4.631	172	59	231	74.459
INTERLEUKIN-2	3	1	2	33.333	3	0.725	0.579	1.062	58	65	123	47.154
ESTAZOLAM	3	1	2	33.333	3	0.966	0.783	1.344	49	32	81	60.494
ATENOLOL;CHLORTALIDONE	3	0	3	0.000	3	2.697	2.812	2.976	69	647	716	9.637
ATOSIBAN	3	0	3	0.000	3	2.841	3.239	3.265	125	67	192	65.104
PROXYMETACAINE	2	0	2	0.000	2	0.673	0.673	0.725	33	39	72	45.833
TROFINETIDE	2	0	2	0.000	2	0.645	0.645	0.752	441	23	464	95.043
TIANEPTINE	2	2	0	100.000	2	0.738	0.738	0.877	54	21	75	72.000
ETHINYLESTRADIOL;ETONOGESTREL	2	0	2	0.000	2	5.289	5.289	6.030	259	33	292	88.699
REBAMIPIDE	2	0	2	0.000	2	0.652	0.652	0.727	24	25	49	48.980
GLYCINE SPP;OLEA SPP;TRIGLYCERIDES, UNSPECIFIED;UNSATURATED FATTY ACIDS	2	0	2	0.000	2	0.767	0.767	0.828	22	28	50	44.000
LIPEGFILGRASTIM	2	1	1	50.000	2	1.327	1.327	1.511	38	42	80	47.500
BESIFLOXACIN	2	1	1	50.000	2	0.737	0.737	0.908	62	34	96	64.583
LUMIGAN 0.01%	2	0	2	0.000	2	0.796	0.796	1.077	39	24	63	61.905
DORZOLAMIDE HYDROCHLORIDE\TIMOLOL MALEATE	2	0	2	0.000	2	0.800	0.800	1.001	79	68	147	53.741
SIMVASTATIN;VITAMIN B3	2	0	2	0.000	2	1.180	1.180	1.482	187	332	519	36.031
HOMEOPATHICS	2	0	2	0.000	2	0.616	0.616	0.621	45	33	78	57.692
HUMAN IMMUNOGLOBULIN G	2	1	1	50.000	2	0.684	0.684	0.789	25	20	45	55.556
AMPHETAMINE SULFATE	2	2	0	100.000	2	0.834	0.834	0.917	60	73	133	45.113
SETMELANOTIDE	2	0	2	0.000	2	0.822	0.822	0.912	53	32	85	62.353
SILTUXIMAB	2	2	0	100.000	2	0.953	0.953	1.401	48	32	80	60.000
BETAMETHASONE DIPROPIONATE	2	1	1	50.000	2	0.623	0.623	0.624	190	152	342	55.556
GLYCEROL;SACCHARIN;SODIUM BENZOATE	2	2	0	100.000	2	0.865	0.865	1.111	71	33	104	68.269
DOLUTEGRAVIR;LAMIVUDINE;TENOFOVIR	2	2	0	100.000	2	0.911	0.911	0.966	78	52	130	60.000
AMOXICILLIN;CLARITHROMYCIN;LANSOPRAZOLE	2	2	0	100.000	2	0.901	0.901	1.163	67	28	95	70.526
SOFOSBUVIR;VELPATASVIR;VOXILAPREVIR	2	0	2	0.000	2	0.549	0.549	0.552	53	178	231	22.944
RALTITREXED	2	2	0	100.000	2	1.140	1.140	1.360	35	35	70	50.000
DOLUTEGRAVIR;RILPIVIRINE	2	2	0	100.000	2	0.757	0.757	0.911	30	46	76	39.474
TICLOPIDINE	2	2	0	100.000	2	0.754	0.754	0.834	24	23	47	51.064
GLYBURIDE	2	0	2	0.000	2	0.605	0.605	0.694	40	68	108	37.037
CAMRELIZUMAB	2	1	1	50.000	2	0.859	0.859	1.160	51	57	108	47.222
ETOMIDATE	2	2	0	100.000	2	0.847	0.847	1.139	49	38	87	56.322
UBLITUXIMAB	2	0	2	0.000	2	0.844	0.844	0.987	24	20	44	54.545
LOTILANER	2	0	2	0.000	2	0.933	0.933	1.319	58	34	92	63.043
LOW CALCIUM PERITONEAL DIALYSIS SOLUTION	2	2	0	100.000	2	0.935	0.935	0.981	99	57	156	63.462
SOFOSBUVIR\VELPATASVIR	2	0	2	0.000	2	0.600	0.600	0.677	23	46	69	33.333
ENFUVIRTIDE	2	2	0	100.000	2	1.912	1.912	2.059	24	31	55	43.636
LINAGLIPTIN, TRIAL	2	2	0	100.000	2	1.059	1.059	1.114	31	29	60	51.667
IMEGLIMIN	2	1	1	50.000	2	0.873	0.873	0.918	24	24	48	50.000
TRANYLCYPROMINE	2	0	2	0.000	2	0.692	0.692	0.745	54	27	81	66.667
HERBALS	2	0	2	0.000	2	0.837	0.837	0.904	21	23	44	47.727
TOFERSEN	2	0	2	0.000	2	0.705	0.705	0.775	33	37	70	47.143
ELBASVIR\GRAZOPREVIR	2	2	0	100.000	2	1.579	1.579	2.355	25	27	52	48.077
RUBELLA VAACCINE	2	0	2	0.000	2	0.814	0.814	1.066	46	108	154	29.870
SODIUM PHENYLBUTYRATE;TAURURSODIOL	2	1	1	50.000	2	0.527	0.527	0.541	45	36	81	55.556
TRAMETINIB, TRIAL	2	0	2	0.000	2	0.614	0.614	0.709	40	45	85	47.059
EMAPALUMAB	2	2	0	100.000	2	1.233	1.233	1.495	39	24	63	61.905
SODIUM GLYCEROPHOSPHATE	2	0	2	0.000	2	1.001	1.001	1.017	28	35	63	44.444
IVACAFTOR, TRIAL	2	0	2	0.000	2	1.153	1.153	1.168	24	39	63	38.095
ALUMINIUM	2	0	2	0.000	2	2.716	2.716	2.973	20	70	90	22.222
ISONIAZID;RIFAMPICIN	2	1	1	50.000	2	0.522	0.522	0.538	33	23	56	58.929
ROXITHROMYCIN	2	0	2	0.000	2	0.953	0.953	1.052	22	30	52	42.308
TORIPALIMAB	2	2	0	100.000	2	0.682	0.682	0.856	30	47	77	38.961
ADUCANUMAB	2	1	1	50.000	2	0.550	0.550	0.577	87	76	163	53.374
TOLODODEKIN ALFA	2	2	0	100.000	2	0.529	0.529	0.532	41	34	75	54.667
ALTIZIDE;SPIRONOLACTONE	2	0	2	0.000	2	0.963	0.963	1.094	27	46	73	36.986
INTERFERON ALFA-2A	2	2	0	100.000	2	1.177	1.177	1.369	40	53	93	43.011
ALPROSTADIL	2	1	1	50.000	2	2.158	2.158	2.314	53	1477	1530	3.464
LEBRIKIZUMAB	2	0	2	0.000	2	0.629	0.629	0.717	33	35	68	48.529
EGG PHOSPHOLIPIDS\GLYCERIN\MEDIUM-CHAIN TRIGLYCERIDES\SOYBEAN OIL	2	0	2	0.000	2	0.581	0.581	0.593	80	120	200	40.000
TRIMETAZIDINE	2	0	2	0.000	2	0.843	0.843	1.014	23	81	104	22.115
RUXOLITINIB, TRIAL	2	2	0	100.000	2	0.577	0.577	0.645	42	38	80	52.500
AMILORIDE;HYDROCHLOROTHIAZIDE	2	1	1	50.000	2	1.000	1.000	1.066	114	45	159	71.698
IBUPROFEN;PHENYLEPHRINE	2	0	2	0.000	2	0.676	0.676	0.761	35	23	58	60.345
IBUPROFEN;PSEUDOEPHEDRINE	2	0	2	0.000	2	1.051	1.051	1.211	27	23	50	54.000
LIDOCAINE;PRILOCAINE	2	1	1	50.000	2	0.726	0.726	0.881	80	37	117	68.376
SINTILIMAB	2	2	0	100.000	2	0.791	0.791	0.848	68	77	145	46.897
TETRAZEPAM	2	0	2	0.000	2	0.719	0.719	0.804	44	67	111	39.640
DOXYLAMINE SUCCINATE	2	1	1	50.000	2	0.841	0.841	1.121	61	49	110	55.455
SALBUTAMOL;BUDESONIDE	2	0	2	0.000	2	0.616	0.616	0.626	81	47	128	63.281
DOXYLAMINE;VITAMIN B6	2	0	2	0.000	2	2.318	2.318	2.430	87	51	138	63.043
EPIRUBICIN HYDROCHLORIDE	2	0	2	0.000	2	1.181	1.181	1.347	89	63	152	58.553
CEFACLOR	2	1	1	50.000	2	1.246	1.246	1.921	79	25	104	75.962
FACTOR VIIA	2	2	0	100.000	2	1.135	1.135	1.643	24	29	53	45.283
DUVELISIB	2	2	0	100.000	2	0.791	0.791	0.895	31	34	65	47.692
ECALLANTIDE	2	0	2	0.000	2	0.608	0.608	0.706	523	93	616	84.903
FACTOR II;FACTOR IX;FACTOR VII;FACTOR X;PROTEIN C;PROTEIN S	2	2	0	100.000	2	0.747	0.747	0.900	25	34	59	42.373
ALUMINIUM;MAGNESIUM;SIMETICONE	2	0	2	0.000	2	1.836	1.836	2.192	40	51	91	43.956
GUAIFENESIN;HYDROCODONE	2	2	0	100.000	2	0.531	0.531	0.551	70	64	134	52.239
ETRASIMOD ARGININE	2	0	2	0.000	2	0.844	0.844	1.119	51	65	116	43.966
SACROSIDASE	2	0	2	0.000	2	1.186	1.186	1.389	29	24	53	54.717
LYSERGIDE	2	2	0	100.000	2	1.601	1.601	1.666	46	75	121	38.017
TAZEMETOSTAT	2	1	1	50.000	2	0.642	0.642	0.679	46	77	123	37.398
