drug_name,chembl_id,atc_code,atc_name,atc_l1,atc_l1_desc,atc_l2,atc_l2_desc,atc_l3,atc_l3_desc,atc_l4,atc_l4_desc
CHLOROFORM,CHEMBL44618,N01AB02,chloroform,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01A,"ANESTHETICS, GENERAL",N01AB,Halogenated hydrocarbons
CHLOROPHENOTHANE,CHEMBL416898,P03AB51,"clofenotane, combinations",P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing products
CHLOROPHENOTHANE,CHEMBL416898,P03AB01,clofenotane,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P03,"ECTOPARASITICIDES, INCL. SCABICIDES, INSECTICIDES AND REPELLENTS",P03A,"ECTOPARASITICIDES, INCL. SCABICIDES",P03AB,Chlorine containing products
CHLOROPROCAINE,CHEMBL1179047,S01HA08,chloroprocaine,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01H,LOCAL ANESTHETICS,S01HA,Local anesthetics
CHLOROPROCAINE,CHEMBL1179047,N01BA04,chloroprocaine,N,NERVOUS SYSTEM,N01,ANESTHETICS,N01B,"ANESTHETICS, LOCAL",N01BA,Esters of aminobenzoic acid
CHLOROPYRAMINE,CHEMBL1194287,R06AC03,chloropyramine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
CHLOROPYRAMINE,CHEMBL1194287,R06AC53,"chloropyramine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AC,Substituted ethylene diamines
CHLOROPYRAMINE,CHEMBL1194287,D04AA09,chloropyramine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AA,Antihistamines for topical use
CHLOROQUINE,CHEMBL76,P01BA01,chloroquine,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01B,ANTIMALARIALS,P01BA,Aminoquinolines
CHLOROTHIAZIDE,CHEMBL842,C03AA04,chlorothiazide,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AA,"Thiazides, plain"
CHLOROTHIAZIDE,CHEMBL842,C03AH01,"chlorothiazide, combinations",C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03A,"LOW-CEILING DIURETICS, THIAZIDES",C03AH,"Thiazides, combinations with psycholeptics and/or analgesics"
CHLOROTRIANISENE,CHEMBL1200761,G03CA06,chlorotrianisene,G,GENITO URINARY SYSTEM AND SEX HORMONES,G03,SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM,G03C,ESTROGENS,G03CA,"Natural and semisynthetic estrogens, plain"
CHLOROXYLENOL,CHEMBL398440,D08AE05,chloroxylenol,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AE,Phenol and derivatives
CHLORPHENESIN CARBAMATE,CHEMBL607710,D01AE07,chlorphenesin,D,DERMATOLOGICALS,D01,ANTIFUNGALS FOR DERMATOLOGICAL USE,D01A,ANTIFUNGALS FOR TOPICAL USE,D01AE,Other antifungals for topical use
CHLORPHENIRAMINE,CHEMBL505,R06AB54,"chlorphenamine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
CHLORPHENIRAMINE,CHEMBL505,R06AB04,chlorphenamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AB,Substituted alkylamines
CHLORPHENOXAMINE,CHEMBL2110774,R06AA06,chlorphenoxamine,R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
CHLORPHENOXAMINE,CHEMBL2110774,D04AA34,chlorphenoxamine,D,DERMATOLOGICALS,D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.",D04AA,Antihistamines for topical use
CHLORPHENOXAMINE,CHEMBL2110774,R06AA56,"chlorphenoxamine, combinations",R,RESPIRATORY SYSTEM,R06,ANTIHISTAMINES FOR SYSTEMIC USE,R06A,ANTIHISTAMINES FOR SYSTEMIC USE,R06AA,Aminoalkyl ethers
CHLORPROETHAZINE,CHEMBL52125,N05AA07,chlorproethazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain
CHLORPROMAZINE,CHEMBL71,N05AA01,chlorpromazine,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AA,Phenothiazines with aliphatic side-chain
CHLORPROPAMIDE,CHEMBL498,A10BB02,chlorpropamide,A,ALIMENTARY TRACT AND METABOLISM,A10,DRUGS USED IN DIABETES,A10B,"BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS",A10BB,Sulfonylureas
CHLORPROTHIXENE,CHEMBL908,N05AF03,chlorprothixene,N,NERVOUS SYSTEM,N05,PSYCHOLEPTICS,N05A,ANTIPSYCHOTICS,N05AF,Thioxanthene derivatives
CHLORQUINALDOL,CHEMBL224325,G01AC03,chlorquinaldol,G,GENITO URINARY SYSTEM AND SEX HORMONES,G01,GYNECOLOGICAL ANTIINFECTIVES AND ANTISEPTICS,G01A,"ANTIINFECTIVES AND ANTISEPTICS, EXCL. COMBINATIONS WITH CORTICOSTEROIDS",G01AC,Quinoline derivatives
CHLORQUINALDOL,CHEMBL224325,R02AA11,chlorquinaldol,R,RESPIRATORY SYSTEM,R02,THROAT PREPARATIONS,R02A,THROAT PREPARATIONS,R02AA,Antiseptics
CHLORQUINALDOL,CHEMBL224325,P01AA04,chlorquinaldol,P,"ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",P01,ANTIPROTOZOALS,P01A,AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01AA,Hydroxyquinoline derivatives
CHLORQUINALDOL,CHEMBL224325,D08AH02,chlorquinaldol,D,DERMATOLOGICALS,D08,ANTISEPTICS AND DISINFECTANTS,D08A,ANTISEPTICS AND DISINFECTANTS,D08AH,Quinoline derivatives
CHLORTETRACYCLINE,CHEMBL404520,D06AA02,chlortetracycline,D,DERMATOLOGICALS,D06,ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE,D06A,ANTIBIOTICS FOR TOPICAL USE,D06AA,Tetracycline and derivatives
CHLORTETRACYCLINE,CHEMBL404520,J01AA03,chlortetracycline,J,ANTIINFECTIVES FOR SYSTEMIC USE,J01,ANTIBACTERIALS FOR SYSTEMIC USE,J01A,TETRACYCLINES,J01AA,Tetracyclines
CHLORTETRACYCLINE,CHEMBL404520,S01AA02,chlortetracycline,S,SENSORY ORGANS,S01,OPHTHALMOLOGICALS,S01A,ANTIINFECTIVES,S01AA,Antibiotics
CHLORTETRACYCLINE,CHEMBL404520,A01AB21,chlortetracycline,A,ALIMENTARY TRACT AND METABOLISM,A01,STOMATOLOGICAL PREPARATIONS,A01A,STOMATOLOGICAL PREPARATIONS,A01AB,Antiinfectives and antiseptics for local oral treatment
CHLORTHALIDONE,CHEMBL1055,C03BA04,chlortalidone,C,CARDIOVASCULAR SYSTEM,C03,DIURETICS,C03B,"LOW-CEILING DIURETICS, EXCL. THIAZIDES",C03BA,"Sulfonamides, plain"
CHLORZOXAZONE,CHEMBL1371,M03BB53,"chlorzoxazone, combinations excl. psycholeptics",M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives"
CHLORZOXAZONE,CHEMBL1371,M03BB03,chlorzoxazone,M,MUSCULO-SKELETAL SYSTEM,M03,MUSCLE RELAXANTS,M03B,"MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03BB,"Oxazol, thiazine, and triazine derivatives"
