drug	cluster	pca1	pca2
INDOBUFEN	8	0.280011	-0.23310123
INDOCIN I.V.	1	3.1816394	-1.7987199
INDOCYANINE GREEN	8	6.189194	-0.71784955
INDOMETACIN	18	-0.64403653	-1.244904
INDOMETHACIN	18	-2.953913	-0.8531336
INEBILIZUMAB	5	-5.8623395	0.36480555
INFIGRATINIB	5	-0.09456246	-0.7424333
INFLIXIMAB	8	4.357872	-1.4954745
INFLUENZA A VIRUS A/HONG KONG/2671/2019 IVR-208 (H3N2) ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA A VIRUS A/SINGAPORE/GP1908/2015 IVR-180 (H1N1) ANTIGEN (PROPIOLACTONE INACTIVATED)\INFLUENZA A VIRUS A/VICTORIA/2454/2019 IVR-207 (H1N1) ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA B VIRUS B/BRISBANE/60/2008 ANTIGEN (PROPIOLACTONE INACTIVATED)\INFLUENZA B VIRUS B/PHUKET/3073/2013 BVR-1B ANTIGEN (FORMALDEHYDE INACTIVATED)\INFLUENZA B VIRUS B/VICTORIA/705/2018 BVR-11 ANTIGEN (FORMALDEHYDE INACTIVAT	6	-1.2360383	0.82648116
INFLUENZA VACCINE	19	0.8750185	-1.3706872
INGENOL	12	-2.0362098	-4.0802794
INHALANTS, UNSPECIFIED	1	3.6236825	-2.1926758
INIPARIB	9	1.669738	2.3097363
INOSITOL	4	-3.1160967	-2.540423
INOTERSEN	15	-3.1962895	-0.3386252
INOTUZUMAB	9	-0.60271025	4.966626
INSULIN	8	4.199549	-1.3452878
INSULIN NOS	8	3.510033	-1.0032352
INSULIN;LIRAGLUTIDE	6	-3.0000486	4.0094504
INSULIN;LIXISENATIDE	15	-4.128619	-1.4375014
INTERFERON	9	-4.451881	1.5121919
INTERFERON ALFA	9	-5.446479	1.4567376
INTERFERON ALFA-2A	9	-4.1933193	2.1010234
INTERFERON ALFA-2B	6	-2.9567118	2.4552333
INTERFERON BETA	10	-3.1540904	0.5155526
INTERFERON BETA-1A	19	4.063424	-1.4974679
INTERFERON BETA-1B	18	0.92574555	-0.92836165
INTERFERON GAMMA	15	-5.1790333	-0.060137168
INTERLEUKIN-2	9	-3.0535438	2.101025
INTERLEUKINS	9	-0.73013955	3.7978594
INTRAUTERINE CONTRACEPTIVE DEVICE	18	-0.3565236	-1.843701
INTRAUTERINE CONTRACEPTIVE DEVICE;LEVONORGESTREL	19	2.1336982	-1.8302774
INULIN	13	-0.39668545	-0.15043505
INVESTIGATIONAL PRODUCT	9	-2.6321902	4.717574
IOBENGUANE (123 I)	1	2.9669003	-2.5510645
IOBENGUANE (131 I)	9	3.4835377	2.448552
IOBITRIDOL	9	0.06883753	3.3954442
IODINE	18	-0.7558804	-2.6135972
IODINE (131 I)	7	0.45643005	-0.25140962
IODINE POVACRYLEX;ISOPROPANOL	8	2.5732799	-2.8503666
IODINE;LEVOTHYROXINE	8	4.0326743	-1.7581087
IODIPAMIDE MEGLUMINE	4	-4.7872953	-3.7046125
IODIXANOL	7	-2.0127323	1.543614
IOFLUPANE (123I)	1	0.7325883	-0.3481441
IOHEXOL	7	-0.8378656	0.18302442
IOMEPROL	7	-1.5154463	2.2482347
IOPAMIDOL	7	-2.0716512	2.2582288
IOPROMIDE	7	-0.8484002	0.60636383
IOVERSOL	7	-1.8022696	0.3675506
IOXILAN	7	-3.188163	-2.1283762
IPATASERTIB	5	0.5400961	0.64438176
IPILIMUMAB	19	2.7446651	0.6807728
IPILIMUMAB, TRIAL	8	2.6336975	-0.31750983
IPRAGLIFLOZIN	6	2.3686984	2.781318
IPRATROPIUM	19	1.3097112	-0.8493778
IPRATROPIUM BROMIDE	14	-3.1243134	-1.7834514
IPRATROPIUM;SALBUTAMOL	18	0.40850294	-1.3372912
IPRATROPIUM;XYLOMETAZOLINE	11	-1.7562612	0.46150422
IPTACOPAN	5	-5.8639264	1.4121685
IRBESARTAN	19	1.8473591	-0.093243934
IRINOTECAN	19	2.4993894	0.80071425
IRINOTECAN HYDROCHLORIDE	9	-3.586165	2.9537632
IRON	19	2.8333943	-0.3228974
IRON POLYMALTOSE	8	5.11204	0.03884212
IRON;VITAMIN B9	4	-2.8010252	-2.3779805
IRON;VITAMIN B9;VITAMIN C	4	-2.9393759	-3.5990314
IRON;VITAMIN C	14	1.9892737	0.8481681
IRON;VITAMINS, UNSPECIFIED	4	-2.973508	-4.1782117
ISATUXIMAB	9	-1.8375719	2.4832993
ISATUXIMAB, TRIAL	8	2.6022687	-2.4658155
ISAVUCONAZOLE	9	-2.1744404	3.146247
ISCALIMAB	8	2.46212	-1.0518366
ISOCARBOXAZID	3	6.0113072	-0.48665148
ISOFLAVONES SOY	11	-1.0540657	0.3318174
ISOFLURANE	17	2.087785	4.659455
ISONIAZID	19	0.9421898	0.5801022
ISONIAZID;PYRAZINAMIDE;RIFAMPICIN	9	0.18360355	3.6442075
ISONIAZID;RIFAMPICIN	9	-1.4641651	4.8423104
ISONIAZID;SULFAMETHOXAZOLE;TRIMETHOPRIM;VITAMIN B6	16	-4.272155	-3.1579766
ISONIAZID\PYRIDOXINE HYDROCHLORIDE	16	-3.8691227	-2.6578667
ISOPRENALINE	13	1.7133865	1.0815449
ISOPROPANOL	4	-1.5299492	-2.7494438
ISOPROPYL ALCOHOL	4	-5.4947524	-4.8312187
ISOPROPYL MYRISTATE	11	-2.2165902	0.18468998
ISOPROPYL MYRISTATE;PARAFFIN	8	5.912393	-1.4828701
ISOPROTERENOL	1	3.6514287	-2.0690813
ISOSORBIDE	7	-3.6942875	-1.4281036
ISOSORBIDE DINITRATE	18	-1.2362047	1.1788455
ISOSORBIDE MONONITRATE	6	-0.14995335	1.5409023
ISOSPAGLUMIC ACID	8	6.1519156	-1.9571441
ISOSULFAN BLUE	17	3.8733978	0.64731735
ISOTRETINOIN	19	1.3504634	-1.5619739
ISRADIPINE	1	2.4492257	-2.5537975
ISTRADEFYLLINE	0	-0.33999667	2.715852
ITACITINIB	9	-0.6032736	4.4169807
ITRACONAZOLE	6	-0.2507078	1.3247746
IVABRADINE	6	0.029763473	1.9714779
IVACAFTOR	18	-1.4159647	-0.05708169
IVACAFTOR, TRIAL	15	-3.0609186	-2.463332
IVACAFTOR;LUMACAFTOR	18	-2.222748	-0.8988949
IVACAFTOR;TEZACAFTOR	14	-2.8493946	-0.8089556
IVERMECTIN	18	-1.8926878	1.1223218
IVOSIDENIB	1	2.940266	-1.8078368
IVOSPEMIN	8	5.81118	-1.5826224
IXABEPILONE	9	-3.2947752	2.8253045
IXAZOMIB	19	1.1137291	-0.32097894
IXAZOMIB, TRIAL	8	2.68822	0.3488772
IXEKIZUMAB	18	0.35768145	-1.7593418
JUGLANS NIGRA POLLEN	8	5.0506754	-1.9119062
JUNIPERUS ASHEI POLLEN	7	2.5278618	-3.2429073
KANAMYCIN	5	-3.6934252	0.09575203
KERATIN	4	-3.3469827	-3.7111297
KETAMINE	0	1.2891198	2.5909655
KETAMINE HYDROCHLORIDE	17	0.721063	2.6829283
KETOBEMIDONE	3	5.6359086	1.4761155
KETOCONAZOLE	12	-2.0814965	-1.4784579
KETOPROFEN	19	0.5850487	1.4147512
KETOPROFEN\SUCRALFATE	3	3.387641	0.34136322
KETOROLAC	18	0.47036356	-0.33820832
KETOROLAC TROMETHAMINE	12	-4.405779	-1.9434879
KETOROLAC;PHENYLEPHRINE	8	5.688718	-2.0797992
KETOTIFEN	12	-4.573288	-3.9296048
KETOTIFEN FUMARATE	1	2.4519024	-2.3713245
KIT FOR THE PREPARATION OF TECHNETIUM SESTAMIBI	1	3.218486	-1.9768175
LABETALOL	6	-0.81389326	1.5828307
LABETALOL HYDROCHLORIDE	5	-0.7508354	1.6732792
LACIDIPINE	6	-0.72798973	3.080776
LACOSAMIDE	19	2.110421	0.4577724
LACTIC ACID	13	1.9635426	-0.5082259
LACTITOL	8	2.1308692	-0.8600389
LACTOBACILLUS SPP	4	-2.034669	-0.49894708
LACTOSE	7	-2.8728852	-2.1904252
LACTULOSE	19	0.62174565	0.9307361
LAMIVUDINE	19	1.5936246	0.5211059
LAMIVUDINE;TENOFOVIR	8	3.165391	-0.60987794
LAMIVUDINE;ZIDOVUDINE	9	-2.7873812	1.2389721
LAMIVUDINE\NEVIRAPINE\ZIDOVUDINE	9	1.2962217	-0.93851334
LAMIVUDINE\TENOFOVIR	8	3.0916133	0.3552904
LAMIVUDINE\TENOFOVIR DISOPROXIL FUMARATE	8	4.731298	0.36251023
LAMIVUDINE\ZIDOVUDINE	8	3.7446184	0.47633475
LAMOTRIGINE	19	3.486916	-1.2408168
LANADELUMAB	18	-1.9808868	-2.962071
LANADELUMAB, TRIAL	1	0.26023808	-2.9251916
LANDIOLOL	1	3.0400102	-1.9273674
LANOLIN	2	4.2936335	-2.71743
LANOLIN OIL;PARAFFIN	14	0.70605534	-1.5190597
LANREOTIDE	18	0.60698396	-0.65500605
LANSOPRAZOLE	19	3.453318	-1.284861
LANTHANUM CARBONATE	11	-1.358633	1.1728412
LAPATINIB	19	0.026404848	-1.3444027
LARONIDASE	18	-1.375812	-0.5583273
LAROPIPRANT;VITAMIN B3	8	1.8056759	-1.0352
LAROTRECTINIB	5	-5.2669787	4.1420918
LASMIDITAN	0	-4.5240636	2.1886425
LATANOPROST	18	0.5427158	-2.3469114
LATANOPROST;NETARSUDIL	12	0.10406241	-4.1798296
LATANOPROST;TIMOLOL	19	2.2106895	-0.9731474
LATANOPROSTENE BUNOD	12	-1.1420065	-4.0414324
LATISSE 0.03%	12	-1.4291549	-5.765585
LAVANDULA SPP	8	2.0848663	-0.53085196
LAXATIVES, UNSPECIFIED	3	5.644022	3.6397734
LAZERTINIB	5	-3.4110124	-1.0552306
LEBRIKIZUMAB	12	-1.7307689	-5.33651
LECANEMAB	15	-3.8194127	1.3510171
LECITHIN;POLOXAMER	5	-4.0179067	-1.1730858
LEDIPASVIR	8	4.262556	-0.8249798
LEDIPASVIR;SOFOSBUVIR	19	1.2092146	-0.24192928
LEDIPASVIR\SOFOSBUVIR	5	-3.7528632	1.8830059
LEFLUNOMIDE	19	3.2467065	-1.6207405
LEMBOREXANT	0	-2.553658	3.5396075
LENACAPAVIR	5	-1.4278855	1.9727659
LENALIDOMIDE	19	4.699615	-1.2722322
LENOGRASTIM	9	-2.720905	2.939805
LENVATINIB	19	1.9106637	-0.55514777
LERCANIDIPINE	6	-0.15174744	1.5989938
LESINURAD	8	4.7098856	1.2668622
LESTAURTINIB	9	0.43058035	2.5081596
LETERMOVIR	9	-1.3569679	4.4243217
LETIBOTULINUMTOXINA-WLBG	8	3.818438	-1.0561419
LETROZOLE	19	3.2428112	-0.84990245
LETROZOLE, TRIAL	9	-0.79454786	1.593354
LETROZOLE;RIBOCICLIB	15	-5.6125336	-0.55629474
LEUCOVORIN	6	-0.81178564	0.24170193
LEUCOVORIN CALCIUM	9	-3.3074555	2.6465223
LEUPROLIDE ACETATE	6	-4.203673	2.4903278
LEUPRORELIN	19	3.4622784	-0.5117461
LEUPRORELIN DEPOT	8	3.9213686	0.7085909
LEUPRORELIN;NORETHISTERONE	15	-4.8353586	-2.1479988
LEVACETYLLEUCINE	13	2.84713	-0.66517884
LEVALBUTEROL	9	-1.5353553	1.9152266
LEVALBUTEROL TARTRATE	1	0.33875865	-1.2472308
LEVAMISOLE	0	0.20533587	5.978866
LEVETIRACETAM	19	3.2169814	-0.60349345
LEVOBUNOLOL	8	3.9548752	-2.5442142
LEVOBUPIVACAINE	17	-0.62121964	4.102259
LEVOCARNITINE	5	-4.3104434	1.7658974
LEVOCETIRIZINE	18	-0.46405846	-1.2989733
LEVOCETIRIZINE DIHYDROCHLORIDE	7	-0.15033273	-2.3941488
LEVODOPA	18	-0.7001662	0.18161544
LEVOFLOXACIN	19	3.447694	-0.6718897
LEVOFOLINIC ACID	9	-0.93378377	2.9922237
LEVOGLUTAMIDE	15	-5.362636	-1.6498107
LEVOKETOCONAZOLE	15	-4.6653867	-0.17032039
LEVOLEUCOVORIN	7	1.5626574	-1.2919801
LEVOMEPROMAZINE	0	0.072278656	2.2612343
LEVOMETHADONE	0	-1.2334642	4.3113647
LEVOMILNACIPRAN	4	-1.7004111	-2.3096333
LEVONORGESTREL	18	-0.9269986	-1.7355832
LEVORPHANOL TARTRATE	15	-1.9924096	-1.8159976
LEVOSALBUTAMOL	15	-4.4237814	0.71986955
LEVOSIMENDAN	17	-0.41275468	3.8982034
LEVOSULPIRIDE	3	3.0162742	2.5254512
LEVOTHYROXINE	19	3.8787472	-1.1663382
LEVOTHYROXINE SODIUM	18	-0.69243103	0.21997608
LEVOTHYROXINE;LIOTHYRONINE	15	-3.7965698	-1.3572958
LEVOTHYROXINE;POTASSIUM	15	-1.1130987	-2.2740564
LIDOCAINE	19	2.0859835	-1.445646
LIDOCAINE HYDROCHLORIDE	17	-3.4868963	0.54132694
LIDOCAINE;PRILOCAINE	5	-1.828695	0.54813087
LIDOCAINE;TETRACAINE	1	0.55183804	-1.911737
LIDOCAINE\MENTHOL	1	3.6762078	-1.9941773
LIFITEGRAST	12	-1.7784133	-3.914934
LIMAPROST	8	2.3066204	-0.2804332
LINACLOTIDE	18	-0.7462711	-0.8246481
LINAGLIPTIN	19	1.4550135	0.7549622
LINAGLIPTIN, TRIAL	9	2.04088	3.743
LINAGLIPTIN;METFORMIN	6	-3.8636599	2.1833875
LINCOMYCIN	7	-3.061497	-2.739586
LINEZOLID	19	1.77081	1.293698
LIOTHYRONINE	18	-1.0778278	-1.2970179
LIOTHYRONINE SODIUM	15	-5.694759	-4.3962045
LIPEGFILGRASTIM	9	-4.108534	0.068845764
LIPIDS, UNSPECIFIED	8	5.8169765	0.8591875
LIPIODOL ULTRA FLUIDE , UNKNOWN	13	3.0573845	-0.8475305
LIPOSOMAL FORMULATION OF DOXORUBICIN	8	6.4837956	-1.8845919
LIRAGLUTIDE	19	1.4363465	-1.5651128
LISDEXAMFETAMINE	18	0.749056	-0.80682623
LISINOPRIL	19	3.298192	-1.6049823
LISOCABTAGENE MARALEUCEL	9	-0.8949177	5.428848
LITHIUM	19	2.4618192	1.1411338
LITHIUM CARBONATE	0	0.55526364	3.4808075
LITHIUM UNKNOWN	8	6.2926316	-1.6686958
LIXISENATIDE	5	-0.23890084	0.59095705
LOBAPLATIN	8	2.9693346	-0.5889996
LOFEPRAMINE	8	5.036507	0.75641674
LOFEXIDINE	5	-1.1060857	-1.1211957
LOMITAPIDE	18	-3.2328389	-0.65667915
LOMUSTINE	9	-1.5739712	4.3814282
LONCASTUXIMAB TESIRINE	9	0.44386402	3.7522805
LOPERAMIDE	19	1.730059	-0.8905431
LOPERAMIDE HYDROCHLORIDE	17	-1.8959609	4.1351376
LOPERAMIDE;SIMETICONE	15	-2.6606877	-2.0010433
LOPINAVIR	9	-1.1907542	4.4259
LOPINAVIR;RITONAVIR	19	1.2874854	2.7934608
LOPRAZOLAM	3	3.8511972	4.3724446
LORACARBEF	2	1.8927456	-2.2426343
LORATADINE	18	0.6706822	-0.968971
LORATADINE;PSEUDOEPHEDRINE	18	-1.8856329	-1.2111557
LORATADINE\PHENYLEPHRINE	3	3.0341017	0.64409965
LORATADINE\PSEUDOEPHEDRINE SULFATE	0	-2.2677865	0.86044675
LORAZEPAM	19	3.189785	-1.5366862
LORCASERIN	15	-3.9017642	0.21778847
LORLATINIB	18	-0.58808374	0.9447327
LORMETAZEPAM	0	0.1749213	3.3683915
LORNOXICAM	13	-1.5218678	0.8880145
LOSARTAN	19	2.6676328	-1.044221
LOSARTAN POTASSIUM	6	-3.0399895	1.2758301
LOTEPREDNOL	12	-2.1351116	-3.7299762
LOTEPREDNOL ETABONATE	13	2.2867343	-0.7105638
LOTEPREDNOL;TOBRAMYCIN	1	1.6715175	-3.2710013
LOTILANER	12	-4.0652514	-3.6668282
LOVASTATIN	6	-2.5888374	1.395026
LOW CALCIUM PERITONEAL DIALYSIS SOLUTION	6	2.6176867	2.4546366
LOW MOLECULAR WEIGHT HEPARIN	13	-0.059093423	0.3988927
LOXAPINE	0	1.3223785	3.5571623
LOXAPINE SUCCINATE	0	0.25923997	2.2637534
LOXOPROFEN	6	-2.671947	3.5472875
LUBIPROSTONE	15	-4.359384	2.7253823
LUMATEPERONE	18	-2.0195737	-0.5794556
LUMIGAN 0.01%	1	2.8600519	-3.770451
LUMIGAN? 0.01%	1	2.4845123	-3.1806417
LUMIGAN� 0.01%	8	4.583321	-2.878217
LURASIDONE	18	1.0593174	0.18051635
LURASIDONE HYDROCHLORIDE	0	-0.052178856	1.1070201
LURBINECTEDIN	9	-3.6314316	2.7992532
LUSPATERCEPT	9	-4.406641	1.7202791
LUTEIN;ZEAXANTHIN	16	-3.8398411	-2.5573566
LUTETIUM (177LU) DOTATATE	9	-2.7820244	2.479167
LUTETIUM (177LU) VIPIVOTIDE TETRAXETAN	9	-2.6681173	1.5531267
LUTETIUM (LU 177)	5	-2.0344772	-0.043559205
LUTROPIN	15	-4.5702677	-0.23050113
LYMECYCLINE	1	1.230828	2.8280044
LYNESTRENOL	8	3.675715	0.8524241
LYPRESSIN	11	-0.428582	0.49422175
LYSERGIDE	3	2.9075413	4.408712
LYSINE	4	-2.9902697	-1.9608545
MAALOX ANTACID/ANTIGAS MAX LIQ UNKNOWN	13	2.572291	-0.6317951
MAALOX UNKNOWN	13	2.7057683	-1.260218
MACITENTAN	19	2.5283751	-1.1290215
MACITENTAN;TADALAFIL	15	-6.2725453	0.32045543
MACROGOL	19	1.8020817	-0.41184655
MACROGOL;POTASSIUM;SODIUM BICARBONATE	16	-4.516088	-2.067276
MACROGOL;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE	6	0.19144024	1.2198468
MACROGOL;POTASSIUM;SODIUM BICARBONATE;SODIUM CHLORIDE;SODIUM SULFATE	11	-4.043999	-0.89370066
MACROGOL;POTASSIUM;SODIUM CHLORIDE;SODIUM SULFATE;VITAMIN C	18	-0.6780309	0.5611083
MACROGOL;POTASSIUM;SODIUM;VITAMIN C	11	-3.4143653	1.1115768
MACROGOL;PROPYLENE GLYCOL	12	-3.0834253	-4.8909636
MACROGOL;SODIUM	16	-3.024728	-2.2297876
MAGNESIUM	19	1.3568392	-0.8559708
MAGNESIUM ASPARTATE\POTASSIUM ASPARTATE	0	3.1077805	4.0394754
MAGNESIUM CITRATE	5	-5.1384583	1.37683
MAGNESIUM HYDROXIDE	10	-0.28509772	1.359372
MAGNESIUM OXIDE	5	-2.720628	4.7527175
MAGNESIUM SULFATE	17	-1.5809035	2.793614
MAGNESIUM SULFATE ANHYDROUS\POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\SODIUM CHLORIDE\SODIUM SULFATE	5	-0.30672476	-0.0076941526
MAGNESIUM SULFATE, UNSPECIFIED\POLYETHYLENE GLYCOL 3350\POTASSIUM CHLORIDE\POTASSIUM SULFATE\SODIUM BICARBONATE\SODIUM CHLORIDE\SODIUM SULFATE	1	2.007284	-2.9594593
MAGNESIUM SULFATE\SACCHAROMYCES CEREVISIAE	3	5.259577	4.575806
MAGNESIUM;ALUMINIUM	13	0.9484527	-0.8290057
MAGNESIUM;POTASSIUM ASPARTATE	14	-1.7067591	-0.5097792
MAGNESIUM;POTASSIUM SULFATE;SODIUM SULFATE	15	-3.59599	-0.5540342
MAGNESIUM;POTASSIUM;SODIUM SULFATE	15	-4.866002	-1.5273021
MAGNESIUM;VITAMIN B6	15	-4.0591016	0.43504187
MALTOSE	11	-1.0728825	-0.61571544
MANIDIPINE	17	4.9559526	5.336415
MANNITOL	11	-0.26772532	2.5073593
MAPROTILINE	0	-1.3330858	1.1161531
MARALIXIBAT	15	-4.3441033	-0.9722078
MARAVIROC	9	-1.958114	2.827269
MARIBAVIR	9	-4.4139338	2.761357
MAVACAMTEN	15	-3.8027244	-0.869369
MAXACALCITOL	8	4.6279635	-1.021097
MDMB-4EN-PINACA	3	3.8687105	1.4511076
MEANINGFUL BEAUTY ANTIOXIDANT DAY CREME SPF 20	7	-0.2148472	-4.6943393
MEASLES VACCINE;MUMPS VACCINE;RUBELLA VACCINE	7	-2.9417987	-2.0070949
MEASLES VACCINE;MUMPS VACCINE;RUBELLA VACCINE;VARICELLA ZOSTER VACCINE	8	4.0002093	-2.5664127
MEASLES-MUMPS-RUBELLA VIRUS VACCINE, LIVE	18	-1.3967142	-0.6356819
MEBENDAZOLE	5	-6.2963023	1.8150774
MEBEVERINE	18	-1.717541	-1.9039077
MECASERMIN	5	-4.830826	1.6770425
MECLIZINE HYDROCHLORIDE	1	3.1372597	-1.9208312
MECLOZINE	18	-2.116627	-0.33277705
MEDAZEPAM	8	5.824644	-1.5680549
MEDIUM-CHAIN TRIGLYCERIDES	11	-1.6089981	0.8850941
MEDROXYPROGESTERONE	18	-1.1751748	-1.2474412
MEDROXYPROGESTERONE ACETATE	15	-4.537498	-1.2890328
MEFENAMIC ACID	18	-2.2943485	-0.8952636
MEFLOQUINE	0	-2.3250124	1.7380005
MEGESTROL	5	-4.0019164	1.945393
MEGESTROL ACETATE	8	3.4669938	0.106722124
MEGLUMINE	4	-2.3631904	-4.0017376
MELATONIN	18	0.26318154	0.2799594
MELOXICAM	19	1.5238291	-1.779474
MELOXICAM\PRIDINOL MESILATE	3	3.1923857	2.9823453
MELPERONE	0	-1.2094094	4.146658
MELPHALAN	19	1.8314316	1.7650317
MEMANTINE	18	0.16448465	1.3505528
MEMANTINE HYDROCHLORIDE	5	-4.552611	2.835432
MENINGOCOCCAL VACCINE	15	-5.2348127	-0.05530294
MENTHOL	12	-2.7481792	-4.939064
MENTHOL;CAMPHOR;SALICYLATE	13	1.369282	-0.09465
MENTHOL;SALICYLIC ACID	1	2.3068132	-1.6057655
MENTHOL;ZINC	4	-3.6915178	-4.5773377
MEPACRINE	13	-2.4745998	-1.2251318
MEPERIDINE	4	-4.475155	-3.68053
MEPERIDINE HYDROCHLORIDE	4	-3.920428	-0.76240164
MEPHEDRONE	3	5.5730886	0.70857185
MEPHENESIN	3	3.5547009	2.8555553
MEPHENOXALONE	0	1.2878668	2.683033
MEPHOBARBITAL\PHENYTOIN	8	2.6793818	0.4100973
MEPIVACAINE	7	-3.5774853	1.5160465
MEPOLIZUMAB	19	1.9975855	-2.131371
MEPROBAMATE	3	3.4607837	4.0903754
MEPYRAMINE	14	-3.644064	-0.79078954
MERCAPTAMINE	15	-4.058581	-0.48655996
MERCAPTOPURINE	19	1.6022983	0.42684752
MEROPENEM	19	1.9713389	1.8696492
MEROPENEM;VABORBACTAM	13	2.2150705	-0.47966188
MEROPENEM\SODIUM CHLORIDE	1	3.5597246	-2.0994337
MESALAMINE	16	-4.589462	-2.268248
MESALAZINE	19	1.715874	-1.701904
MESALAZINE, TRIAL	1	2.080377	-1.9156377
MESNA	9	-0.68030113	2.4045916
MESTEROLONE	3	5.509529	-0.44966266
MESTRANOL;NORETHISTERONE	13	-1.9563522	-0.88939136
MESUXIMIDE	1	0.9545507	1.3005244
METAMFETAMINE	0	0.82204854	4.1925235
METAMIZOLE	19	1.9604963	-0.028323527
METANDIENONE	3	3.1693726	0.46776778
METARAMINOL	17	0.23232365	1.3380315
METAXALONE	0	-2.963764	1.4930395
METENOLONE	3	5.8040504	-0.027481966
METFORMIN	19	3.6641202	-1.0247844
METFORMIN HYDROCHLORIDE	19	1.1327543	0.7637832
METFORMIN HYDROCHLORIDE\SITAGLIPTIN PHOSPHATE	14	1.2400274	-2.6797924
METFORMIN HYDROCHLORIDE\VILDAGLIPTIN	17	3.9404693	3.2905962
METFORMIN;PIOGLITAZONE	6	0.79909074	2.5419888
METFORMIN;ROSIGLITAZONE	6	-0.2114699	1.6613141
METFORMIN;SAXAGLIPTIN	6	-3.258383	1.7706529
METFORMIN;SITAGLIPTIN	19	1.4072757	0.5269944
METFORMIN;VILDAGLIPTIN	6	-0.66216165	0.87402165
METFORMIN\VILDAGLIPTIN	8	5.0883446	1.1280174
METHADONE	19	2.3893704	0.9082383
METHADONE HYDROCHLORIDE	0	-0.48739156	3.7894237
METHAMPHETAMINE	3	4.826337	3.4456825
METHAMPHETAMINE HYDROCHLORIDE	3	5.19241	0.6281634
METHANOL	3	3.755996	4.401925
METHAZOLAMIDE	1	3.2731476	-1.7626761
METHENAMINE	17	0.5033653	3.9029648
METHIMAZOLE	9	-2.7709215	-0.7104971
METHOCARBAMOL	18	-0.68295974	-0.041775852
METHOCARBAMOL;PARACETAMOL	4	-1.2769067	-3.6170168
METHOHEXITAL	1	2.975122	-1.9830601
METHOTREXATE	8	5.0068316	-1.7148323
METHOTREXATE SODIUM	19	2.8123999	-1.6587956
METHOXSALEN	5	-4.9406033	2.7211611
METHOXY POLYETHYLENE GLYCOL-EPOETIN BETA	6	-0.6733779	2.368674
METHOXYFLURANE	1	2.91748	-1.3111215
METHYLCELLULOSES	8	3.7735069	-1.550866
METHYLCOBALAMIN	2	0.714666	-3.611382
METHYLDOPA	6	-1.1279966	0.45187122
METHYLECGONINE	3	3.912184	1.3870696
METHYLENE BLUE	17	2.371983	4.0513825
METHYLENEDIOXYPIROVALERONE	0	1.3820442	1.9824656
METHYLENEDIOXYPYROVALERONE HYDROCHLORIDE	3	5.9081016	0.4084803
METHYLENEDIOXYPYRROLIDINOHEXIOPHENONE	3	4.349643	1.9478776
METHYLEPHEDRINE	8	5.514873	-0.86095434
METHYLERGOMETRINE	13	-0.44418427	0.8054968
METHYLNALTREXONE	15	-4.7265763	0.08872082
METHYLPHENIDATE	18	1.8368496	-0.14473574
METHYLPHENIDATE HYDROCHLORIDE	0	-2.3108342	2.0821989
METHYLPREDNISOLONE	19	3.8134878	-1.2794281
METHYLPREDNISOLONE ACETATE	4	-2.8944821	-3.7942452
METHYLPREDNISOLONE SODIUM SUCCINATE	19	0.6318873	-0.53093654
METHYLSULFONYLMETHANE	8	2.9821708	0.9033002
METHYLTESTOSTERONE	15	-3.9971697	-1.7323236
METHYLTHIONINIUM	17	2.3747566	4.582955
METILDIGOXIN	6	-3.1056008	0.79676795
METOCLOPRAMIDE	19	1.8491501	0.37403014
METOCLOPRAMIDE HYDROCHLORIDE	0	-3.889763	3.7195208
METOLAZONE	6	-1.7632543	4.0204034
METOPIMAZINE	17	-0.09269831	8.024886
METOPROLOL	19	3.400417	-1.1627903
METOPROLOL SUCCINATE	6	-0.6718585	1.0745248
METOPROLOL TARTRATE	6	-1.5440648	0.9274896
METRELEPTIN	15	-4.504778	0.38599303
METROGEL GEL, 1%	13	-1.5629584	-0.88783264
METRONIDAZOLE	19	2.679958	-0.50776863
METYRAPONE	5	-4.585821	3.012078
MEXILETINE	0	-1.6641855	0.521634
MEZLOCILLIN	7	1.04414	-0.13978176
MIANSERIN	0	0.61096674	3.341241
MICAFUNGIN	9	0.17228325	3.2515397
MICAFUNGIN SODIUM	9	0.06696474	4.4019938
MICONAZOLE	15	-2.6734726	-1.6847458
MICONAZOLE NITRATE	12	-1.5466439	-4.026702
MIDAZOLAM	19	1.9385266	1.7360783
MIDAZOLAM HYDROCHLORIDE	17	0.8806487	5.626297
MIDODRINE	0	-2.232258	3.4429452
MIDODRINE HYDROCHLORIDE	0	-1.6363488	1.62945
MIDOL MENSTRUAL COMPLETE FORMULA	1	3.304581	-1.9369239
MIDOMAFETAMINE	0	0.64811504	5.606253
MIDOSTAURIN	9	-1.5699981	2.4600334
MIFAMURTIDE	8	3.6727037	2.0075138
MIFEPRISTONE	18	-1.6264038	-0.2622447
MIGALASTAT	5	-5.605206	0.25979957
MIGLITOL	6	2.6796923	2.0836577
MIGLUSTAT	9	-3.433285	4.030583
MILNACIPRAN	18	-2.6840715	-0.5028157
MILRINONE	17	1.0026329	4.39504
MILTEFOSINE	5	-3.1165142	2.49499
