adverse_event	n_signals	n_female_higher	n_male_higher	mean_log_ratio	n_drugs	female_pct
Renal tubular dysfunction	3	3	0	1.1019492067532475	3	100.0
Human herpesvirus 6 infection reactivation	3	3	0	0.874437110627809	3	100.0
Myelitis	3	1	2	-0.11626601692283349	3	33.3
Troponin I increased	3	3	0	1.8100062076932353	3	100.0
Transformation to acute myeloid leukaemia	3	3	0	0.8884855822677643	3	100.0
Neuroendocrine carcinoma of the skin	3	3	0	0.7626857725086241	3	100.0
Chorea	3	2	1	0.8237786641810186	3	66.7
Human ehrlichiosis	3	2	1	0.30498290860635296	3	66.7
Mycobacterium haemophilum infection	3	1	2	-0.3977745825932857	3	33.3
Choroiditis	3	1	2	-0.44385072751401217	3	33.3
Renin increased	3	2	1	0.24255589251057894	3	66.7
Troponin T increased	3	2	1	0.733774179571156	3	66.7
Small intestinal resection	3	2	1	0.09302470854333282	3	66.7
Myasthenia gravis crisis	3	1	2	-0.2114144747586426	3	33.3
Tuberculoma of central nervous system	3	3	0	0.8296926107855432	3	100.0
Cardiac ablation	3	2	1	0.09661105121911111	3	66.7
Chronic graft versus host disease oral	3	3	0	0.760086923785997	3	100.0
Carcinoembryonic antigen increased	3	0	3	-0.8518365546388972	3	0.0
Chronic inflammatory demyelinating polyradiculoneuropathy	3	2	1	0.2079662349383041	3	66.7
Hirsutism	3	0	3	-1.3321629867486535	3	0.0
Chronic myeloid leukaemia recurrent	3	3	0	1.007992918616346	3	100.0
Chronic myeloid leukaemia transformation	3	3	0	0.6907337368103663	3	100.0
Carbon dioxide decreased	3	1	2	-0.6951653195177269	3	33.3
Chronic spontaneous urticaria	3	1	2	-0.21344634697615206	3	33.3
Abdominal wall haematoma	3	3	0	0.9250450386889212	3	100.0
Neutrophil percentage increased	3	3	0	0.5547824565637082	3	100.0
Cardioversion	3	3	0	0.6958199577132755	3	100.0
Small intestinal haemorrhage	3	3	0	0.6504754657277733	3	100.0
Abdominal lymphadenopathy	3	2	1	0.2771853695333186	3	66.7
Traumatic haematoma	3	3	0	1.2031222107468353	3	100.0
Cauda equina syndrome	3	1	2	-0.6144550389901418	3	33.3
Yellow skin	3	2	1	0.2674524867854893	3	66.7
Necrotising retinitis	3	3	0	1.1840564766918653	3	100.0
Central venous catheterisation	3	1	2	-0.40797997891346355	3	33.3
Renal haemangioma	3	0	3	-1.1122332820332577	3	0.0
Cerebellar ataxia	3	2	1	0.1780836356712537	3	66.7
Catheter site pruritus	3	0	3	-0.6858787567282739	3	0.0
Nasal operation	3	1	2	-0.2558069995120584	3	33.3
Nasal mucosal disorder	3	0	3	-0.6579546165449851	3	0.0
Neonatal hypoacusis	3	3	0	0.638249139619548	3	100.0
Nasal discharge discolouration	3	0	3	-0.5571328434576311	3	0.0
Catheter site erythema	3	0	3	-0.6170799465267814	3	0.0
Cerebral fungal infection	3	3	0	0.9525300603282324	3	100.0
Catheter site discharge	3	0	3	-0.7773004312069728	3	0.0
Chemotherapy	3	2	1	0.3392925647955745	3	66.7
Nail pitting	3	0	3	-0.6737060615962726	3	0.0
Renal infarct	3	3	0	1.309092271263911	3	100.0
Catheter placement	3	3	0	0.7103067862261162	3	100.0
Nail growth abnormal	3	1	2	-0.4455749134610347	3	33.3
Catheter management	3	0	3	-0.7620879821972558	3	0.0
Cerebrospinal fluid leakage	3	1	2	-0.632644408635548	3	33.3
Cartilage injury	3	0	3	-0.8923919535942758	3	0.0
Nephrocalcinosis	3	1	2	-0.6460271928649953	3	33.3
Myopericarditis	3	2	1	0.029452806147823345	3	66.7
Myopathy toxic	3	2	1	0.1641417786710062	3	66.7
Hyperaesthesia teeth	3	0	3	-1.03286892444268	3	0.0
Change of bowel habit	3	0	3	-1.120172762301206	3	0.0
Chapped lips	3	1	2	-0.43828649062806413	3	33.3
Muscle discomfort	3	0	3	-0.9136551556822109	3	0.0
Abscess jaw	3	0	3	-1.0346767786537712	3	0.0
Cleft lip	3	0	3	-0.6240644462015593	3	0.0
Metastases to spleen	3	2	1	0.38909942108240375	3	66.7
Milk-alkali syndrome	3	1	2	-0.7174197643812293	3	33.3
Red blood cell transfusion	3	3	0	0.7731203849801115	3	100.0
Contraindicated product prescribed	3	0	3	-1.0449664434138577	3	0.0
Middle ear effusion	3	0	3	-1.1950140495582033	3	0.0
Contrast media deposition	3	2	1	0.1630908922941098	3	66.7
Hypochromic anaemia	3	2	1	0.4206036952959929	3	66.7
Acute graft versus host disease in liver	3	2	1	0.22701359060693468	3	66.7
Breath odour	3	1	2	-0.23253465787294894	3	33.3
Microalbuminuria	3	2	1	0.2581520713494192	3	66.7
Corneal disorder	3	0	3	-0.7192631642850671	3	0.0
Hypoglycaemia neonatal	3	2	1	0.359283571820418	3	66.7
Hypoglycaemic coma	3	3	0	0.828532525838063	3	100.0
Drug clearance decreased	3	1	2	-0.46470516314986204	3	33.3
Tinea pedis	3	2	1	0.3676445209809716	3	66.7
Tonsillar disorder	3	1	2	-0.25486207483854906	3	33.3
Occult blood positive	3	1	2	-0.29221132026939145	3	33.3
Corynebacterium infection	3	2	1	0.48625253612151864	3	66.7
Counterfeit product administered	3	1	2	0.07008690651180505	3	33.3
Breast cancer	3	1	2	-0.4560107963427489	3	33.3
Thyroid neoplasm	3	0	3	-1.0718840215903558	3	0.0
Metastases to bone marrow	3	3	0	0.8557791897322518	3	100.0
Ocular hypertension	3	1	2	-0.1693220426131886	3	33.3
Metastases to adrenals	3	3	0	1.3262544070235014	3	100.0
Retinal disorder	3	0	3	-0.6607366094504622	3	0.0
Ocular icterus	3	0	3	-0.6378284428537303	3	0.0
Product lot number issue	3	1	2	-0.2805350194926645	3	33.3
Crystal nephropathy	3	2	1	0.41621606912792836	3	66.7
Metabolic alkalosis	3	0	3	-0.897890223964605	3	0.0
Brugada syndrome	3	2	1	0.7437087822864247	3	66.7
Conjunctival haemorrhage	3	2	1	0.3256922519169479	3	66.7
Calcium deficiency	3	0	3	-1.1502368670034089	3	0.0
Complex partial seizures	3	0	3	-0.9196952738891317	3	0.0
Cluster headache	3	0	3	-1.0365439221399984	3	0.0
Coagulation time prolonged	3	3	0	0.8698604602612466	3	100.0
Respiratory alkalosis	3	2	1	0.44540588975809675	3	66.7
Herpes simplex oesophagitis	3	3	0	0.8949940319751146	3	100.0
Herpes simplex encephalitis	3	2	1	0.532454388721375	3	66.7
Toxic anterior segment syndrome	3	1	2	-0.209046090035837	3	33.3
Colon operation	3	0	3	-0.8154855752508351	3	0.0
Mucosal toxicity	3	2	1	0.23194015392574974	3	66.7
Hepatosplenic T-cell lymphoma	3	1	2	0.10695161058877926	3	33.3
Tumour hyperprogression	3	3	0	0.8471469199038276	3	100.0
COVID-19 immunisation	3	0	3	-0.682521689461907	3	0.0
Colostomy	3	1	2	-0.47477506546407794	3	33.3
Tumour pain	3	2	1	0.34606082265562793	3	66.7
Tumour pseudoprogression	3	3	0	1.0387460046093897	3	100.0
Tonsillar hypertrophy	3	1	2	-0.36604023861132884	3	33.3
Acquired haemophilia	3	3	0	1.2540016839839838	3	100.0
Non-cardiogenic pulmonary oedema	3	1	2	-0.06672360290530799	3	33.3
Morganella infection	3	3	0	0.8075704508526828	3	100.0
Morbid thoughts	3	0	3	-0.9133740898256543	3	0.0
Acrochordon	3	0	3	-0.7908019497289062	3	0.0
Compulsive shopping	3	2	1	-0.027454651504999445	3	66.7
Concomitant disease progression	3	2	1	0.022561038620972845	3	66.7
Monocyte count decreased	3	1	2	-0.2029867567908977	3	33.3
Non-small cell lung cancer metastatic	3	1	2	-0.21018232244021864	3	33.3
Congenital aplasia	3	3	0	0.9879428370565807	3	100.0
Hepatitis C virus test positive	3	3	0	0.6879404480806013	3	100.0
Burkitt's lymphoma	3	2	1	0.5802615158629764	3	66.7
Congenital hydronephrosis	3	3	0	1.4999787108662581	3	100.0
Coronary artery thrombosis	3	3	0	0.9963904594072246	3	100.0
Haemochromatosis	3	3	0	0.556472306761864	3	100.0
Immune-mediated hypophysitis	3	3	0	1.2608847148369857	3	100.0
Periarthritis	3	0	3	-1.1440446770850894	3	0.0
Incorrect product formulation administered	3	0	3	-0.7210303242137934	3	0.0
Anastomotic leak	3	2	1	0.16301964524682333	3	66.7
Ewing's sarcoma	3	3	0	0.8304083855729275	3	100.0
Pulmonary cavitation	3	2	1	0.25973272159820465	3	66.7
Periodontal disease	3	1	2	-0.38027599955386115	3	33.3
Angiocentric lymphoma	3	2	1	0.21114411476463882	3	66.7
Exfoliative rash	3	3	0	0.7710219772682912	3	100.0
Exophthalmos	3	0	3	-0.6798270632152977	3	0.0
Superior vena cava syndrome	3	3	0	0.7619772525142111	3	100.0
Exposed bone in jaw	3	0	3	-1.0076631855769533	3	0.0
Superinfection	3	2	1	0.47124426248184337	3	66.7
Atypical haemolytic uraemic syndrome	3	2	1	0.32320818774539345	3	66.7
Superficial injury of eye	3	1	2	-0.27650769161624966	3	33.3
Gastrointestinal tube insertion	3	2	1	0.2500236747880154	3	66.7
Increased viscosity of bronchial secretion	3	1	2	-0.43582875960453543	3	33.3
Gastrointestinal tract irritation	3	0	3	-0.9976333351744612	3	0.0
Volvulus	3	1	2	-0.2023242629003529	3	33.3
Infantile spasms	3	1	2	-0.5958059228524625	3	33.3
Polysubstance dependence	3	3	0	1.2707511917851644	3	100.0
Sudden unexplained death in epilepsy	3	2	1	0.2715563596922956	3	66.7
Infected cyst	3	0	3	-0.892808471966298	3	0.0
Intra-abdominal haemorrhage	3	3	0	0.8907859481706596	3	100.0
Infected skin ulcer	3	0	3	-0.6608448596365419	3	0.0
Suspected COVID-19	3	1	2	-0.2902281431673378	3	33.3
Joint crepitation	3	1	2	-0.41467716184541664	3	33.3
Educational problem	3	1	2	-0.1724595556566726	3	33.3
Joint destruction	3	3	0	1.2322797723928174	3	100.0
Weight gain poor	3	2	1	0.661797001957309	3	66.7
Large intestinal obstruction	3	1	2	-0.5243142432777738	3	33.3
Large intestinal haemorrhage	3	2	1	0.21926308200066072	3	66.7
Amphetamines positive	3	3	0	0.6753523103890835	3	100.0
Endocarditis bacterial	3	1	2	-0.25463468458256583	3	33.3
Amyloid related imaging abnormality-oedema/effusion	3	1	2	-0.36540524666023205	3	33.3
Splenic rupture	3	3	0	0.8233414289625601	3	100.0
Gingival recession	3	0	3	-1.1757628578731085	3	0.0
Amyotrophic lateral sclerosis	3	3	0	0.7547106666885798	3	100.0
Klebsiella test positive	3	3	0	0.948781541437798	3	100.0
Anaesthetic complication	3	1	2	-0.3333599840251022	3	33.3
Enterocutaneous fistula	3	2	1	0.6228876112003847	3	66.7
Vascular purpura	3	2	1	0.20936787927337985	3	66.7
Genital rash	3	3	0	0.7153252675567611	3	100.0
Suspiciousness	3	2	1	0.2538719302631865	3	66.7
Genital pain	3	1	2	-0.07158749784291274	3	33.3
Jugular vein thrombosis	3	2	1	-0.08550911397500667	3	66.7
Psychotic behaviour	3	3	0	0.9563444910823943	3	100.0
Epicondylitis	3	2	1	0.4396287089716229	3	66.7
Perfume sensitivity	3	0	3	-1.3961640217765012	3	0.0
Seborrhoeic dermatitis	3	2	1	0.3245982374411498	3	66.7
Episcleritis	3	0	3	-0.9827406095745829	3	0.0
Seborrhoeic keratosis	3	0	3	-0.9190567532700676	3	0.0
Eye allergy	3	0	3	-0.7505539178647158	3	0.0
Polyomavirus test positive	3	3	0	0.862095830922938	3	100.0
Gastrointestinal obstruction	3	0	3	-0.6516619169027006	3	0.0
Intestinal pseudo-obstruction	3	3	0	1.2902918363577995	3	100.0
Application site reaction	3	0	3	-1.0250565020318112	3	0.0
Philadelphia positive chronic myeloid leukaemia	3	2	1	0.5402784441007409	3	66.7
Foetal anticonvulsant syndrome	3	3	0	0.7198957666690974	3	100.0
Strabismus	3	0	3	-0.6269106780508588	3	0.0
Anti-neutrophil cytoplasmic antibody positive vasculitis	3	0	3	-1.017692589066789	3	0.0
Injection site scab	3	0	3	-0.9024277190332337	3	0.0
Pneumonia influenzal	3	3	0	0.6618286329432593	3	100.0
Physical assault	3	3	0	0.7262455132119353	3	100.0
Pulmonary sarcoidosis	3	1	2	-0.1826792810945319	3	33.3
Anticonvulsant drug level increased	3	3	0	0.7932494014734354	3	100.0
Piloerection	3	0	3	-0.7080842943454243	3	0.0
Application site burn	3	0	3	-1.1393186083868245	3	0.0
Appendicitis perforated	3	0	3	-0.8065264040581179	3	0.0
Gastric bypass	3	0	3	-0.7081869638840343	3	0.0
Pulmonary mycosis	3	2	1	0.28448728119928945	3	66.7
Fulminant type 1 diabetes mellitus	3	3	0	1.0872952780712428	3	100.0
Aortitis	3	2	1	0.18159660497112298	3	66.7
Inhibitory drug interaction	3	2	1	0.30851596082604466	3	66.7
Pleural fibrosis	3	2	1	0.39246172112599503	3	66.7
Gait spastic	3	1	2	-1.1255290822394108	3	33.3
Gambling	3	2	1	0.28290875280517125	3	66.7
Steroid withdrawal syndrome	3	3	0	0.8271991784445022	3	100.0
Injection site cellulitis	3	0	3	-0.8188147029790702	3	0.0
Application site scab	3	2	1	0.2741648745167349	3	66.7
Application site urticaria	3	0	3	-0.57180667968459	3	0.0
Instillation site pain	3	0	3	-0.750472415125282	3	0.0
Ventilation perfusion mismatch	3	0	3	-0.952889389907913	3	0.0
Gastrointestinal injury	3	1	2	-0.15166046901581853	3	33.3
Gastrointestinal hypomotility	3	2	1	0.21282381107913637	3	66.7
Substance abuser	3	2	1	0.7826639013142301	3	66.7
Eyelids pruritus	3	0	3	-1.1904108554998396	3	0.0
Animal scratch	3	1	2	-0.3444439525711187	3	33.3
Facet joint syndrome	3	1	2	-0.8215292952766049	3	33.3
Intervertebral disc operation	3	0	3	-0.7585062954275567	3	0.0
Ankle deformity	3	0	3	-1.267896045673124	3	0.0
Faecal incontinence	3	0	3	-0.7186781937675031	3	0.0
Inflammatory pain	3	0	3	-1.2021443076065077	3	0.0
International normalised ratio abnormal	3	3	0	0.6942290713075794	3	100.0
Focal dyscognitive seizures	3	3	0	0.6350265115570467	3	100.0
Subcutaneous emphysema	3	2	1	0.3657177155238627	3	66.7
Personal relationship issue	3	2	1	0.10792169675563623	3	66.7
Intercepted product administration error	3	1	2	-0.4622546171806379	3	33.3
Infrequent bowel movements	3	2	1	0.4939398711383634	3	66.7
Arterial thrombosis	3	3	0	0.8899349352925313	3	100.0
Arterial disorder	3	2	1	0.14519536838451433	3	66.7
Anorgasmia	3	2	1	0.29471183481032465	3	66.7
Intentional device use issue	3	0	3	-1.437439715644895	3	0.0
Pneumonia respiratory syncytial viral	3	1	2	-0.255787443213932	3	33.3
Flat affect	3	3	0	0.5567736419443823	3	100.0
Radiation oesophagitis	3	1	2	-0.5946038732083005	3	33.3
Infusion site haemorrhage	3	1	2	-0.27111682054161507	3	33.3
Drug monitoring procedure not performed	3	1	2	-0.2974460715913507	3	33.3
Immunosuppressant drug level decreased	3	3	0	0.7453095192765917	3	100.0
Groin abscess	3	1	2	-0.13614536658518653	3	33.3
Bile duct stenosis	3	1	2	-0.1282022161689451	3	33.3
Left ventricular dilatation	3	1	2	-0.30156400005373696	3	33.3
Vanishing bile duct syndrome	3	2	1	0.4645502666481999	3	66.7
Blast crisis in myelogenous leukaemia	3	3	0	1.0572717854375349	3	100.0
Temporomandibular joint syndrome	3	0	3	-1.1580965993781203	3	0.0
Dry age-related macular degeneration	3	0	3	-1.5751591269134373	3	0.0
Biliary dilatation	3	0	3	-0.5826913408186948	3	0.0
Glucocorticoid deficiency	3	3	0	0.9514772869638554	3	100.0
Glucose urine present	3	3	0	0.8159668230654645	3	100.0
Biliary obstruction	3	2	1	0.6712540826183419	3	66.7
Spine malformation	3	2	1	0.21376737645252555	3	66.7
Lip disorder	3	0	3	-0.8208141443542246	3	0.0
Bilirubin conjugated increased	3	3	0	0.7268346864801148	3	100.0
Precancerous skin lesion	3	1	2	-0.16953127092171305	3	33.3
Drug effect delayed	3	0	3	-0.7508588130214641	3	0.0
Birth mark	3	2	1	0.06359458177271489	3	66.7
Bladder transitional cell carcinoma	3	1	2	-0.4146823586557953	3	33.3
Libido increased	3	3	0	1.0408729829496597	3	100.0
Limb mass	3	1	2	-0.23500217684376937	3	33.3
Alveolar proteinosis	3	2	1	0.41699581511798645	3	66.7
Immune-mediated thyroiditis	3	3	0	0.9142481192885711	3	100.0
Radioisotope scan abnormal	3	3	0	0.6766967602076429	3	100.0
Radiotherapy	3	3	0	1.1100264121931136	3	100.0
Sarcoma	3	3	0	0.5806919440983503	3	100.0
Drug titration error	3	0	3	-0.9815322743178939	3	0.0
Pancreatic neuroendocrine tumour	3	2	1	0.2876868622218643	3	66.7
Bladder pain	3	1	2	-0.18866893430335244	3	33.3
Pancreatic neoplasm	3	1	2	-0.35927728134704573	3	33.3
Bladder dilatation	3	3	0	0.841052134854098	3	100.0
Weight loss poor	3	0	3	-0.7334513464401996	3	0.0
Immune-mediated pneumonitis	3	3	0	1.084953342252127	3	100.0
Splenic abscess	3	3	0	1.3357520766844466	3	100.0
Impetigo	3	2	1	0.29472768300677293	3	66.7
Lipids increased	3	1	2	-0.44889417566239836	3	33.3
Liquid product physical issue	3	2	1	0.33320137550752754	3	66.7
Sciatic nerve injury	3	0	3	-0.649118447469715	3	0.0
Abscess intestinal	2	0	2	-0.8591364483496581	2	0.0
Allergy to chemicals	2	0	2	-0.7397976527895058	2	0.0
Tumour associated fever	2	2	0	0.8839480743165322	2	100.0
Nicotine dependence	2	0	2	-1.100389365332075	2	0.0
Pituitary tumour	2	1	1	0.23376241156850108	2	50.0
Reading disorder	2	1	1	-0.10002846258499731	2	50.0
Pressure of speech	2	1	1	-0.019756418970077627	2	50.0
Painful defaecation	2	0	2	-0.5847777801770196	2	0.0
Abscess oral	2	0	2	-0.9388336920656342	2	0.0
Tumour flare	2	2	0	1.1073301869330574	2	100.0
Negative symptoms in schizophrenia	2	2	0	1.733868345905877	2	100.0
Procedural vomiting	2	0	2	-0.7817078624421407	2	0.0
Persistent depressive disorder	2	0	2	-0.6547403958044158	2	0.0
Antithrombin III decreased	2	2	0	0.8720277129677001	2	100.0
Osteonecrosis of external auditory canal	2	0	2	-2.436558927417543	2	0.0
Persistent foetal circulation	2	0	2	-0.5719590937982597	2	0.0
Blood parathyroid hormone increased	2	0	2	-0.7504495224828263	2	0.0
Urinary occult blood positive	2	2	0	1.0062339787621783	2	100.0
Blast cells present	2	2	0	0.7799019492097015	2	100.0
Palmoplantar pustulosis	2	0	2	-0.834477076078358	2	0.0
Pertussis	2	0	2	-0.6493972134151911	2	0.0
Abdominal wall abscess	2	0	2	-0.638404147337053	2	0.0
Reactive gastropathy	2	0	2	-1.1007653407978342	2	0.0
Trichodysplasia spinulosa	2	2	0	0.7385903136904788	2	100.0
Arnold-Chiari malformation	2	0	2	-0.63056469505046	2	0.0
Urinary sediment present	2	2	0	1.4084868434109952	2	100.0
Acanthamoeba infection	2	2	0	0.7627217234552526	2	100.0
Calculus bladder	2	1	1	-0.05891930762451392	2	50.0
Prostate cancer	2	2	0	0.9089909654265069	2	100.0
Blood calcium abnormal	2	0	2	-0.6975410082973662	2	0.0
Vocal cord dysfunction	2	0	2	-1.7023903360497816	2	0.0
Alternaria infection	2	1	1	-0.3258720150063563	2	50.0
Osteochondrosis	2	0	2	-1.1837061695398328	2	0.0
Acetonaemia	2	1	1	0.014066514440807754	2	50.0
Vocal cord disorder	2	1	1	-0.18888813170145013	2	50.0
Central nervous system fungal infection	2	2	0	0.822050795813267	2	100.0
Nocturnal dyspnoea	2	1	1	0.07670146753715601	2	50.0
Venous injury	2	0	2	-1.2516710052580542	2	0.0
Alpha 1 foetoprotein increased	2	2	0	1.1050508653154894	2	100.0
Proteus infection	2	2	0	1.2702063141830369	2	100.0
Pulpitis dental	2	0	2	-0.7435722511719411	2	0.0
Calcineurin inhibitor induced pain syndrome	2	1	1	0.38960663570596354	2	50.0
Cellulitis orbital	2	0	2	-1.047421285564059	2	0.0
Blood product transfusion dependent	2	2	0	0.7297542366412748	2	100.0
Pleocytosis	2	2	0	0.7211511753727391	2	100.0
Peritoneal disorder	2	0	2	-0.6017894984178231	2	0.0
Peritoneal effluent abnormal	2	2	0	0.6329664253918055	2	100.0
Wrong schedule	2	0	2	-0.8574012098313997	2	0.0
Oxygen supplementation	2	0	2	-0.6853192304980318	2	0.0
Aspartate aminotransferase abnormal	2	1	1	-0.020133162321253284	2	50.0
Needle fatigue	2	0	2	-2.560081036961635	2	0.0
Catheter site swelling	2	2	0	0.7608432290204084	2	100.0
Calcinosis	2	0	2	-0.8319980756586424	2	0.0
Allergy test negative	2	0	2	-0.8199529141583324	2	0.0
Anion gap	2	0	2	-0.8493316543496887	2	0.0
Arthroscopy	2	0	2	-0.9805503914755384	2	0.0
Nikolsky's sign	2	0	2	-0.8303942025925033	2	0.0
Urine ketone body present	2	2	0	0.8981751668434518	2	100.0
Protein urine	2	1	1	0.1009607794818026	2	50.0
Renal aplasia	2	2	0	1.3129899086079135	2	100.0
Cardiac discomfort	2	0	2	-1.1970389903233474	2	0.0
Primary amyloidosis	2	2	0	1.0809182885919912	2	100.0
Plasmacytoma	2	1	1	0.07496074942288566	2	50.0
Cardiorenal syndrome	2	2	0	0.9101354410890652	2	100.0
Application site papules	2	1	1	-0.6720104658702193	2	50.0
Vertebral osteophyte	2	0	2	-0.848717131980318	2	0.0
Procedural nausea	2	0	2	-1.0658013998129128	2	0.0
Renal cancer stage IV	2	2	0	0.7842336933670337	2	100.0
Application site hypersensitivity	2	0	2	-0.5472207016477371	2	0.0
Blood immunoglobulin M increased	2	1	1	0.07508942318510975	2	50.0
Blood immunoglobulin G increased	2	1	1	-0.11909929891531423	2	50.0
Blood alkaline phosphatase decreased	2	1	1	0.10344697013924287	2	50.0
Antibody test positive	2	2	0	0.6497866409524071	2	100.0
Antidepressant drug level increased	2	0	2	-0.6398696716968633	2	0.0
Trichotillomania	2	0	2	-0.6298218273995524	2	0.0
Application site erosion	2	1	1	-0.18678568551272168	2	50.0
Pulmonary nocardiosis	2	2	0	0.5854215363917703	2	100.0
Anticoagulation drug level increased	2	2	0	0.8193915454039358	2	100.0
Blood growth hormone decreased	2	2	0	0.6811831701453448	2	100.0
Pneumonia adenoviral	2	2	0	0.9088074372192643	2	100.0
Carpal tunnel decompression	2	0	2	-0.687057012071804	2	0.0
Nephrogenic diabetes insipidus	2	2	0	0.7524445578496395	2	100.0
Yawning	2	2	0	0.6292017999534913	2	100.0
Application site discharge	2	0	2	-1.278574844735408	2	0.0
Pulmonary hypertensive crisis	2	1	1	-0.3261323295587071	2	50.0
Alcohol use	2	2	0	0.7790099984278431	2	100.0
Cat scratch disease	2	0	2	-0.7129069504379493	2	0.0
Cataplexy	2	0	2	-0.6575575433144467	2	0.0
Renal cortical necrosis	2	1	1	0.003578251285067946	2	50.0
Pseudomeningocele	2	1	1	-0.08203224040762747	2	50.0
Trisomy 21	2	1	1	0.08431024715581614	2	50.0
Anti-erythropoietin antibody negative	2	2	0	0.935813180927096	2	100.0
Cardioactive drug level increased	2	1	1	0.11027301618255003	2	50.0
Urine output increased	2	1	1	0.09736454061995947	2	50.0
Xerosis	2	1	1	0.001679629475589195	2	50.0
Anterior chamber inflammation	2	1	1	-0.02435073272580346	2	50.0
Viral load decreased	2	2	0	0.9159826551462573	2	100.0
Pharmaceutical nomadism	2	1	1	-0.4403185454078016	2	50.0
Pneumonia streptococcal	2	0	2	-1.6836703557749504	2	0.0
Catheter site inflammation	2	0	2	-0.8292586386310685	2	0.0
Neonatal asphyxia	2	2	0	0.6764019977801745	2	100.0
Pharyngeal disorder	2	0	2	-0.6197441175754294	2	0.0
Palatal oedema	2	1	1	0.004176978559402134	2	50.0
